metric,mean,std,min,max
RMSE,2695981.0468241675,592091.7981238568,1906870.7081334752,4048158.8241254827
MAE,1004752.3189328163,119325.02547902545,840647.1945104888,1208012.1561220323
R2,0.9393745579809266,0.01884441702939283,0.8903125703608281,0.9618060486494122
Accuracy@10%,30.822580645161292,1.8688610418054408,26.370967741935488,33.5483870967742
Accuracy@20%,55.90322580645161,2.445746984314381,51.20967741935484,58.387096774193544
Mean Percentage Error,3.0950482345328276,2.3851661850060353,-1.3138783426453833,6.996106967446682
MAPE,22.307233180759926,0.8283315183037143,21.46835746310726,24.301555322403733
boosted_meta_weight,0.9559748852689073,0.054126050422039586,0.8508451355715861,0.9994769751162962
neural_meta_weight,0.04402511473109271,0.0541260504220396,0.0005230248837037823,0.14915486442841394
