RMSE,MAE,R2,Accuracy@10%,Accuracy@20%,Mean Percentage Error,MAPE,run,boosted_meta_weight,neural_meta_weight
2204608.8528230353,953711.0077419665,0.9584443293114704,29.919354838709676,57.41935483870968,5.042826528513972,21.977302348214366,1,0.9944551595217475,0.005544840478252561
2079698.460054141,844044.7117001436,0.9548957905255904,30.161290322580648,56.69354838709677,2.424483113808704,21.71118307349899,2,0.9757610492221762,0.02423895077782378
2003034.8044850072,840647.1945104889,0.9417631909518563,30.241935483870968,55.64516129032258,3.9917474871491554,22.343879787489396,3,0.9932014406662166,0.006798559333783333
2749699.5811532107,1121094.6681807963,0.9295792805815102,29.193548387096772,52.016129032258064,0.6067210447735027,24.301555322403694,4,0.8508451355715864,0.1491548644284136
2564725.724476961,932650.1120724509,0.9281116944137282,29.516129032258064,57.822580645161295,3.174003213415248,22.029581435024536,5,0.9551960373507217,0.044803962649278356
3155445.703081238,1082581.9400123316,0.9445603278777843,32.17741935483871,55.725806451612904,6.996106967446686,22.442883947561814,6,0.9877528942767058,0.01224710572329426
2251985.7998609305,956264.7691510125,0.9618060486494122,31.774193548387096,58.387096774193544,5.722878538006194,22.11049797474579,7,0.9988762121500486,0.0011237878499514087
2784334.148848627,1093879.0922606064,0.9439571371118209,32.016129032258064,54.516129032258064,0.4749773356633141,21.88132292856725,8,0.8998468199240668,0.10015318007593323
2825837.4646210144,904883.7984944558,0.9404754455710719,33.5483870967742,57.90322580645161,5.527368813308067,21.93491454235382,9,0.9994769751162962,0.0005230248837037808
4048158.824125478,1202409.4973935958,0.9104126879814525,28.62903225806452,51.693548387096776,-1.3138783426453353,22.917872421928642,10,0.8806280244649184,0.11937197553508164
2596473.7067066897,1025792.7857228145,0.9385671530952919,32.41935483870968,57.25806451612904,2.968939721848568,21.82172551458156,11,0.9697063603794848,0.030293639620515216
2486576.2752151424,991957.8003618909,0.952213093379078,31.61290322580645,58.30645161290322,4.648323386769376,22.088080767769647,12,0.9987304837407452,0.0012695162592546764
3104405.0007230863,1039353.9824746659,0.9440231155614598,32.74193548387097,56.612903225806456,2.948946354870796,21.468357463107218,13,0.9789921647628949,0.02100783523710509
1906870.708133474,865426.8228364171,0.9556559523901251,31.370967741935484,57.25806451612904,3.3705676142111494,21.494520785500594,14,0.9919101821173067,0.008089817882693239
3584081.558149701,1208012.1561220323,0.8903125703608283,26.370967741935488,51.20967741935484,-0.33023213169341736,23.980885070294836,15,0.86042353349626,0.13957646650373992
