,,,,,,,,,,,,,,,,,,,,Per 90,Per 90,Per 90,Per 90,Per 90,Per 90,Per 90,Per 90,,,Per 90,Per 90,Per 90,Per 90,Per 90,Per 90,,-additional
,,,,,,,,,,,,,,Playing Time,Playing Time,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,,,,Standard,Standard,Standard,Standard,Standard,Standard,,-9999
Rk,Player,Gls/90,SoT/90,Sh/90,G/Sh,G/SoT,TklW/90,Int/90,Season,Age,Nation,Team,Comp,MP,Min,90s,Starts,Subs,unSub,Gls/90,Ast,G+A,G-PK,PK,PKatt,PKm,TklW/90,Int/90,Tkl+Int,Sh/90,G/Sh,G/SoT,SoT/90,SoT%,FK,Pos,-9999
2017,Duccio Degl'Innocenti,0.0,0.3,1.4,0.00,0.00,1.4,1.4,2023-2024,20,it ITA,Calcio Lecco 1912,it Serie B,29,1581,17.6,19,10,7,0.0,0.1,0.1,0.0,0.0,0.0,0.0,1.4,1.4,0.0,1.4,0.00,0.00,0.3,20.8,,MF,0e0d6c53
2018,Sébastien Corchia,0.0,0.2,0.5,0.00,0.00,1.3,1.0,2023-2024,32,fr FRA,Amiens,fr Ligue 2,29,2151,23.9,26,3,1,0.0,0.2,0.2,0.0,0.0,0.0,0.0,1.3,1.0,0.0,0.5,0.00,0.00,0.2,45.5,,DF,0e7ccfc4
2019,Miguel Barbieri,0.0,0.2,0.5,0.00,0.00,1.3,2.1,2023-2024,29,ar ARG,Querétaro,mx Liga MX,24,1965,21.8,22,2,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3,2.1,0.0,0.5,0.00,0.00,0.2,41.7,,DF,0e8cbfc4
2020,Gijs Smal,0.0,0.1,1.1,0.00,0.00,0.8,0.6,2023-2024,25,nl NED,Twente,nl Eredivisie,26,2050,22.8,24,2,0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.8,0.6,0.0,1.1,0.00,0.00,0.1,8.3,,DF,0eb4a4f3
2021,Morato,0.0,0.1,0.5,0.00,0.00,2.0,1.1,2023-2024,22,br BRA,Benfica,pt Primeira Liga,21,1525,16.9,17,4,13,0.0,0.1,0.1,0.0,0.0,0.0,0.0,2.0,1.1,0.0,0.5,0.00,0.00,0.1,12.5,,DF,0f41e2ee
2022,Žan Rogelj,0.0,0.2,0.3,0.00,0.00,1.7,1.6,2023-2024,23,si SVN,Charleroi,be Belgian Pro League,29,2289,25.4,25,4,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7,1.6,0.0,0.3,0.00,0.00,0.2,57.1,,MFDF,0f4f3267
2023,Francisco Sierralta,0.0,0.1,0.5,0.00,0.00,0.6,0.5,2023-2024,26,cl CHI,Watford,eng Championship,27,1968,21.9,23,4,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.5,0.0,0.5,0.00,0.00,0.1,18.2,,DFMF,0f933743
2024,Pol Valentín,0.0,0.1,0.6,0.00,0.00,1.1,0.8,2023-2024,26,es ESP,Sheffield Weds,eng Championship,36,2204,24.5,24,12,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,0.8,0.0,0.6,0.00,0.00,0.1,13.3,,DFMF,1043a909
2025,Ethan Ampadu,0.0,0.1,0.6,0.00,0.00,1.0,1.3,2023-2024,22,wls WAL,Leeds United,eng Championship,46,4138,46.0,46,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.3,0.0,0.6,0.00,0.00,0.1,20.7,,MFDF,10b9fa99
2026,Osaze Urhoghide,0.0,0.1,0.3,0.00,0.00,1.4,1.8,2023-2024,23,nl NED,Amiens,fr Ligue 2,18,1382,15.4,15,3,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4,1.8,0.0,0.3,0.00,0.00,0.1,25.0,,DF,1124ac8a
2027,Dimitris Giannoulis,0.0,0.0,0.4,0.00,0.00,1.5,1.1,2023-2024,27,gr GRE,Norwich City,eng Championship,33,2514,27.9,29,4,0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,1.5,1.1,0.0,0.4,0.00,0.00,0.0,8.3,,DF,112c495e
2028,Luis Alfonso Rodríguez,0.0,0.0,0.5,0.00,0.00,1.5,1.1,2023-2024,32,mx MEX,2 Teams,mx Liga MX,23,1806,20.1,20,3,2,0.0,0.1,0.1,0.0,0.0,0.0,0.0,1.5,1.1,0.0,0.5,0.00,0.00,0.0,9.1,,DF,125d6bed
2029,Simone Davì,0.0,0.0,0.5,0.00,0.00,1.0,0.8,2023-2024,23,it ITA,FC Südtirol,it Serie B,32,2630,29.2,31,1,2,0.0,0.1,0.1,0.0,0.0,0.0,0.0,1.0,0.8,0.0,0.5,0.00,0.00,0.0,7.1,,DFMF,12729a08
2030,Ricardo Esgaio,0.0,0.1,0.4,0.00,0.00,1.3,0.6,2023-2024,30,pt POR,Sporting CP,pt Primeira Liga,28,1497,16.6,19,9,5,0.0,0.2,0.2,0.0,0.0,0.0,0.0,1.3,0.6,0.0,0.4,0.00,0.00,0.1,33.3,,MF,12dcbdcc
2031,Bright Arrey-Mbi,0.0,0.0,0.2,0.00,0.00,1.6,1.2,2023-2024,20,de GER,Hannover 96,de 2. Bundesliga,32,2456,27.3,28,4,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,1.2,0.0,0.2,0.00,0.00,0.0,20.0,,DF,1394bf42
2032,Lorenzo Amatucci,0.0,0.1,0.4,0.00,0.00,1.4,1.3,2023-2024,19,it ITA,2 Teams,2 Comps,16,1204,13.4,14,2,5,0.0,0.1,0.1,0.0,0.0,0.0,0.0,1.4,1.3,0.0,0.4,0.00,0.00,0.1,40.0,,MF,13b9e2fb
2033,Adrià Vilanova,0.0,0.1,0.2,0.00,0.00,0.7,0.8,2023-2024,26,es ESP,Andorra,es Segunda División,20,1511,16.8,16,4,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.8,0.0,0.2,0.00,0.00,0.1,25.0,,DF,14e999b9
2034,Thomas Bruns,0.0,0.2,1.5,0.00,0.00,1.3,0.5,2023-2024,31,nl NED,Heracles Almelo,nl Eredivisie,24,1082,12.0,8,16,4,0.0,0.2,0.2,0.0,0.0,0.0,0.0,1.3,0.5,0.0,1.5,0.00,0.00,0.2,11.1,,MF,16952f65
2035,Sam Kersten,0.0,0.1,0.2,0.00,0.00,1.3,1.5,2023-2024,25,nl NED,Zwolle,nl Eredivisie,34,3060,34.0,34,0,0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,1.3,1.5,0.0,0.2,0.00,0.00,0.1,37.5,,DF,16ca1157
2036,Raúl López Gómez,0.0,0.2,0.5,0.00,0.00,1.8,0.6,2023-2024,30,mx MEX,Santos Laguna,mx Liga MX,24,1077,12.0,10,14,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,0.6,0.0,0.5,0.00,0.00,0.2,33.3,,DF,16cb5073
2037,Valber Huerta,0.0,0.1,0.8,0.00,0.00,0.8,1.1,2023-2024,29,cl CHI,Toluca,mx Liga MX,23,2006,22.3,23,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,1.1,0.0,0.8,0.00,0.00,0.1,11.1,,DF,18679d62
2038,Hidde ter Avest,0.0,0.2,0.4,0.00,0.00,1.0,1.0,2023-2024,26,nl NED,Utrecht,nl Eredivisie,27,2065,22.9,24,3,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.4,0.00,0.00,0.2,44.4,,DF,18f9dbd0
2039,Quentin Lecoeuche,0.0,0.1,0.2,0.00,0.00,0.8,1.0,2023-2024,29,fr FRA,Zaragoza,es Segunda División,26,1554,17.3,18,8,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,1.0,0.0,0.2,0.00,0.00,0.1,33.3,,DFMF,197038af
2040,Mohamed Youssouf,0.0,0.0,0.2,0.00,0.00,1.5,2.4,2023-2024,35,km COM,Ajaccio,fr Ligue 2,32,2750,30.6,31,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,2.4,0.0,0.2,0.00,0.00,0.0,16.7,,DF,1a85bcdb
2041,Michał Karbownik,0.0,0.0,0.3,0.00,0.00,1.0,0.8,2023-2024,22,pl POL,Hertha BSC,de 2. Bundesliga,24,2040,22.7,23,1,3,0.0,0.1,0.1,0.0,0.0,0.0,0.0,1.0,0.8,0.0,0.3,0.00,0.00,0.0,14.3,,DF,1b280c66
2042,Adonis Frías,0.0,0.2,1.3,0.00,0.00,1.1,1.2,2023-2024,25,ar ARG,León,mx Liga MX,31,2721,30.2,30,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,1.2,0.0,1.3,0.00,0.00,0.2,18.4,,DF,1b2f1090
2043,Sascha Mockenhaupt,0.0,0.0,0.3,0.00,0.00,1.2,0.9,2023-2024,31,de GER,Wehen Wiesbaden,de 2. Bundesliga,32,1928,21.4,21,11,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,0.9,0.0,0.3,0.00,0.00,0.0,16.7,,DFMF,1b6ef8cd
2044,Yuta Nakayama,0.0,0.1,0.2,0.00,0.00,1.0,0.8,2023-2024,26,jp JPN,Huddersfield Town,eng Championship,23,1695,18.8,18,5,8,0.0,0.1,0.1,0.0,0.0,0.0,0.0,1.0,0.8,0.0,0.2,0.00,0.00,0.1,25.0,,DFMF,1b9707e4
2045,Giacomo Quagliata,0.0,0.2,1.1,0.00,0.00,0.5,1.2,2023-2024,23,it ITA,Cremonese,it Serie B,30,1154,12.8,9,21,7,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.5,1.2,0.0,1.1,0.00,0.00,0.2,14.3,,MFDF,1b9c7401
2046,Colin Kleine-Bekel,0.0,0.0,0.3,0.00,0.00,0.7,1.2,2023-2024,20,de GER,Holstein Kiel,de 2. Bundesliga,24,2118,23.5,24,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,1.2,0.0,0.3,0.00,0.00,0.0,12.5,,DF,1ccfb9d7
2047,Jean Thierry Lazare,0.0,0.5,1.3,0.00,0.00,1.7,0.7,2023-2024,25,ci CIV,Union SG,2 Comps,33,1804,20.0,20,13,3,0.0,0.2,0.2,0.0,0.0,0.0,0.0,1.7,0.7,0.0,1.3,0.00,0.00,0.5,38.5,,MFFW,1d2c3e5e
2048,Erik Pieters,0.0,0.1,0.3,0.00,0.00,0.8,1.3,2023-2024,34,nl NED,West Bromwich Albion,eng Championship,22,1573,17.5,19,3,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,1.3,0.0,0.3,0.00,0.00,0.1,20.0,,DF,1ef37668
2049,Ilia Gruev,0.0,0.1,0.3,0.00,0.00,1.4,1.3,2023-2024,23,bg BUL,Leeds United,eng Championship,29,1774,19.7,20,9,10,0.0,0.1,0.1,0.0,0.0,0.0,0.0,1.4,1.3,0.0,0.3,0.00,0.00,0.1,16.7,,MF,1fc4f3d1
2050,Marsoni Sambu,0.0,0.1,0.1,0.00,0.00,1.7,1.0,2023-2024,27,ao ANG,RWDM,be Belgian Pro League,20,1595,17.7,18,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7,1.0,0.0,0.1,0.00,0.00,0.1,50.0,,DFMF,200b28c6
2051,Jakub Łabojko,0.0,0.1,0.8,0.00,0.00,1.0,1.4,2023-2024,25,pl POL,Ternana,it Serie B,23,1310,14.6,18,5,12,0.0,0.1,0.1,0.0,0.0,0.0,0.0,1.0,1.4,0.0,0.8,0.00,0.00,0.1,16.7,,MF,20eecbfe
2052,Mujaid Sadick,0.0,0.0,0.2,0.00,0.00,1.5,1.2,2023-2024,23,es ESP,Genk,2 Comps,30,2582,28.7,29,1,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,1.2,0.0,0.2,0.00,0.00,0.0,14.3,,DF,21164a21
2053,Lamine Fomba,0.0,0.6,1.4,0.00,0.00,1.1,1.3,2023-2024,25,fr FRA,Saint-Étienne,fr Ligue 2,28,1193,13.3,14,14,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,1.3,0.0,1.4,0.00,0.00,0.6,42.1,,MF,2145368f
2054,Javier Aquino,0.0,0.0,0.5,0.00,0.00,1.5,1.4,2023-2024,33,mx MEX,UANL,mx Liga MX,26,2150,23.9,24,2,1,0.0,0.1,0.1,0.0,0.0,0.0,0.0,1.5,1.4,0.0,0.5,0.00,0.00,0.0,9.1,,DF,215104cc
2055,Navajo Bakboord,0.0,0.1,0.3,0.00,0.00,1.6,0.8,2023-2024,24,nl NED,Heracles Almelo,nl Eredivisie,22,1683,18.7,20,2,5,0.0,0.1,0.1,0.0,0.0,0.0,0.0,1.6,0.8,0.0,0.3,0.00,0.00,0.1,16.7,,DF,216d25a3
2056,Facundo Cáseres,0.0,0.1,0.2,0.00,0.00,2.0,0.8,2023-2024,22,ar ARG,Farense,pt Primeira Liga,21,1112,12.4,12,9,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.8,0.0,0.2,0.00,0.00,0.1,50.0,,MF,21be17c9
2057,Marcus Mathisen,0.0,0.1,0.6,0.00,0.00,1.4,1.4,2023-2024,27,dk DEN,Wehen Wiesbaden,de 2. Bundesliga,31,2736,30.4,31,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4,1.4,0.0,0.6,0.00,0.00,0.1,17.6,,DF,221a1641
2058,Dante Rigo,0.0,0.2,0.5,0.00,0.00,1.3,1.6,2023-2024,24,be BEL,Grenoble Foot,fr Ligue 2,37,2953,32.8,33,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3,1.6,0.0,0.5,0.00,0.00,0.2,29.4,,MF,223158da
2059,Junior Diaz,0.0,0.1,0.5,0.00,0.00,1.1,1.2,2023-2024,20,ci CIV,Annecy FC,fr Ligue 2,20,1343,14.9,14,6,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,1.2,0.0,0.5,0.00,0.00,0.1,12.5,,DF,22768e08
2060,Anouar El Azzouzi,0.0,0.1,0.6,0.00,0.00,2.3,1.1,2023-2024,22,nl NED,Zwolle,nl Eredivisie,22,1313,14.6,14,8,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3,1.1,0.0,0.6,0.00,0.00,0.1,22.2,,MF,22a6a4d7
2061,Claudio Gomes,0.0,0.1,0.5,0.00,0.00,0.7,0.7,2023-2024,23,fr FRA,Palermo,it Serie B,34,2636,29.3,30,4,1,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.7,0.7,0.0,0.5,0.00,0.00,0.1,18.8,,MF,22f6ed2c
2062,Jason Pendant,0.0,0.1,0.5,0.00,0.00,1.2,1.4,2023-2024,26,vn VIE,Quevilly-Rouen,fr Ligue 2,33,2471,27.5,29,4,3,0.0,0.1,0.1,0.0,0.0,0.0,0.0,1.2,1.4,0.0,0.5,0.00,0.00,0.1,30.8,,DF,22fe9049
2063,Bryan Reynolds,0.0,0.1,0.3,0.00,0.00,1.2,1.1,2023-2024,22,us USA,Westerlo,be Belgian Pro League,33,2849,31.7,33,0,0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,1.2,1.1,0.0,0.3,0.00,0.00,0.1,22.2,,DFMF,2306bf5c
2064,Diego Sánchez,0.0,0.1,0.4,0.00,0.00,0.7,0.7,2023-2024,20,es ESP,Sporting Gijón,es Segunda División,16,1201,13.3,13,3,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.7,0.0,0.4,0.00,0.00,0.1,20.0,,DF,230f7fd6
2065,Sauli Väisänen,0.0,0.2,1.0,0.00,0.00,0.4,0.8,2023-2024,29,fi FIN,Ascoli,it Serie B,14,911,10.1,11,3,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.8,0.0,1.0,0.00,0.00,0.2,20.0,,DF,23214a49
2066,Simone Santoro,0.0,0.2,0.7,0.00,0.00,1.3,1.4,2023-2024,23,it ITA,Modena,it Serie B,15,1181,13.1,13,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3,1.4,0.0,0.7,0.00,0.00,0.2,22.2,,MF,23bd1b73
2067,Carlos Romero,0.0,0.3,1.5,0.00,0.00,0.8,0.7,2023-2024,21,es ESP,Villarreal B,es Segunda División,22,1712,19.0,20,2,0,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.8,0.7,0.0,1.5,0.00,0.00,0.3,20.7,,MFDF,23cbf863
2068,José Castillo Pérez,0.0,0.1,0.6,0.00,0.00,1.5,0.9,2023-2024,21,mx MEX,2 Teams,mx Liga MX,17,1263,14.0,14,3,7,0.0,0.1,0.1,0.0,0.0,0.0,0.0,1.5,0.9,0.0,0.6,0.00,0.00,0.1,22.2,,DF,24bf30ba
2069,Junior Firpo,0.0,0.2,0.5,0.00,0.00,2.1,1.3,2023-2024,26,do DOM,Leeds United,eng Championship,26,1786,19.8,19,7,2,0.0,0.4,0.4,0.0,0.0,0.0,0.0,2.1,1.3,0.0,0.5,0.00,0.00,0.2,33.3,,DF,24f59bb2
2070,Miguel Lopes,0.0,0.1,0.5,0.00,0.00,1.6,1.3,2023-2024,36,pt POR,Estrela,pt Primeira Liga,17,1320,14.7,17,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,1.3,0.0,0.5,0.00,0.00,0.1,14.3,,DF,258b0d9b
2071,Tom van de Looi,0.0,0.4,1.2,0.00,0.00,1.0,1.1,2023-2024,24,nl NED,Brescia,it Serie B,30,1567,17.4,14,16,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.1,0.0,1.2,0.00,0.00,0.4,33.3,,MF,27b44d5d
2072,David Castro,0.0,0.0,0.3,0.00,0.00,1.0,1.0,2023-2024,27,es ESP,Racing Ferrol,es Segunda División,34,2614,29.0,31,3,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.3,0.00,0.00,0.0,11.1,,DF,28685101
2073,Álex Bernal,0.0,0.1,0.8,0.00,0.00,1.1,1.4,2023-2024,32,es ESP,Eldense,es Segunda División,34,1702,18.9,18,16,7,0.0,0.1,0.1,0.0,0.0,0.0,0.0,1.1,1.4,0.0,0.8,0.00,0.00,0.1,12.5,,MFFW,288f8c08
2074,Julio Pleguezuelo,0.0,0.0,0.3,0.00,0.00,0.9,1.3,2023-2024,26,es ESP,Plymouth Argyle,eng Championship,32,1980,22.0,22,10,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,1.3,0.0,0.3,0.00,0.00,0.0,14.3,,DF,2950c47b
2075,Joel Ordóñez,0.0,0.1,0.3,0.00,0.00,1.1,0.8,2023-2024,19,ec ECU,Club Brugge,2 Comps,28,1789,19.9,20,8,9,0.0,0.1,0.1,0.0,0.0,0.0,0.0,1.1,0.8,0.0,0.3,0.00,0.00,0.1,20.0,,DF,2990a15c
2076,Enea Mihaj,0.0,0.1,0.2,0.00,0.00,0.8,1.4,2023-2024,25,al ALB,Famalicão,pt Primeira Liga,18,1556,17.3,18,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,1.4,0.0,0.2,0.00,0.00,0.1,33.3,,DF,29c28f01
2077,Omar Campos,0.0,0.1,0.4,0.00,0.00,1.8,0.9,2023-2024,21,mx MEX,Santos Laguna,mx Liga MX,19,1680,18.7,19,0,0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,1.8,0.9,0.0,0.4,0.00,0.00,0.1,25.0,,DF,2a5ee788
2078,Jair Cortés,0.0,0.1,1.2,0.00,0.00,2.8,1.2,2023-2024,22,mx MEX,Necaxa,mx Liga MX,19,910,10.1,9,10,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8,1.2,0.0,1.2,0.00,0.00,0.1,8.3,,DFMF,2a79d1ae
2079,Bruno Rodrigues,0.0,0.1,0.4,0.00,0.00,0.7,1.0,2023-2024,22,pt POR,Chaves,pt Primeira Liga,17,1352,15.0,16,1,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,1.0,0.0,0.4,0.00,0.00,0.1,33.3,,DF,2ab7149e
2080,Alan Mozo,0.0,0.0,0.7,0.00,0.00,1.9,0.9,2023-2024,26,mx MEX,Guadalajara,mx Liga MX,31,2663,29.6,29,2,2,0.0,0.1,0.1,0.0,0.0,0.0,0.0,1.9,0.9,0.0,0.7,0.00,0.00,0.0,5.0,,DF,2abbf0fe
2081,Jannes Horn,0.0,0.0,0.5,0.00,0.00,0.5,0.9,2023-2024,26,de GER,Nürnberg,de 2. Bundesliga,27,2180,24.2,24,3,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.9,0.0,0.5,0.00,0.00,0.0,9.1,,DF,2b83fa49
2082,Axel Tuanzebe,0.0,0.1,0.4,0.00,0.00,1.3,1.6,2023-2024,25,cd COD,Ipswich Town,eng Championship,18,1376,15.3,16,2,14,0.0,0.1,0.1,0.0,0.0,0.0,0.0,1.3,1.6,0.0,0.4,0.00,0.00,0.1,16.7,,DF,2baec6ce
2083,Ignace Van Der Brempt,0.0,0.1,0.7,0.00,0.00,1.8,1.2,2023-2024,21,be BEL,Hamburger SV,de 2. Bundesliga,23,1774,19.7,22,1,0,0.0,0.2,0.2,0.0,0.0,0.0,0.0,1.8,1.2,0.0,0.7,0.00,0.00,0.1,15.4,,DF,2bf50b37
2084,Pablo Bennevendo Peña,0.0,0.1,0.4,0.00,0.00,1.8,0.8,2023-2024,23,mx MEX,UNAM,mx Liga MX,23,1529,17.0,17,6,9,0.0,0.1,0.1,0.0,0.0,0.0,0.0,1.8,0.8,0.0,0.4,0.00,0.00,0.1,33.3,,DF,2c45321f
2085,José Salinas,0.0,0.1,0.5,0.00,0.00,1.3,0.3,2023-2024,22,es ESP,Elche,es Segunda División,21,986,11.0,10,11,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3,0.3,0.0,0.5,0.00,0.00,0.1,20.0,,DFMF,2c82c766
2086,Beni,0.0,0.1,0.2,0.00,0.00,1.6,1.2,2023-2024,21,ao ANG,Casa Pia,pt Primeira Liga,25,1470,16.3,14,11,1,0.0,0.2,0.2,0.0,0.0,0.0,0.0,1.6,1.2,0.0,0.2,0.00,0.00,0.1,33.3,,MF,2ca7a245
2087,Davide Guglielmotti,0.0,0.2,1.1,0.00,0.00,1.6,0.8,2023-2024,29,it ITA,2 Teams,it Serie B,23,999,11.1,11,12,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,0.8,0.0,1.1,0.00,0.00,0.2,16.7,,DF,2d152deb
2088,Souffian El Karouani,0.0,0.1,0.4,0.00,0.00,1.9,0.6,2023-2024,22,ma MAR,Utrecht,nl Eredivisie,29,2448,27.2,26,3,4,0.0,0.1,0.1,0.0,0.0,0.0,0.0,1.9,0.6,0.0,0.4,0.00,0.00,0.1,27.3,,DF,2e5a31cb
2089,Karim Zedadka,0.0,0.2,1.2,0.00,0.00,1.4,1.3,2023-2024,23,fr FRA,Ascoli,it Serie B,15,1081,12.0,12,3,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4,1.3,0.0,1.2,0.00,0.00,0.2,21.4,,MF,2f45300d
2090,Andrés Gudiño,0.0,0.1,0.1,0.00,0.00,0.0,0.0,2023-2024,26,mx MEX,Cruz Azul,mx Liga MX,14,1219,13.5,13,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.00,0.00,0.1,100.0,,GK,2f8bb62a
2091,Loïc Williams,0.0,0.1,0.3,0.00,0.00,1.3,0.8,2023-2024,21,es ESP,Tenerife,es Segunda División,21,1378,15.3,17,4,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3,0.8,0.0,0.3,0.00,0.00,0.1,50.0,,DF,302a237e
2092,Cyril Mandouki,0.0,0.2,0.6,0.00,0.00,0.9,1.3,2023-2024,31,mq MTQ,Paris FC,fr Ligue 2,35,3053,33.9,35,0,0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.9,1.3,0.0,0.6,0.00,0.00,0.2,27.3,,MF,30834b83
2093,Nicolás Díaz Huincales,0.0,0.3,0.5,0.00,0.00,1.7,1.3,2023-2024,24,cl CHI,Tijuana,mx Liga MX,29,2450,27.2,29,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7,1.3,0.0,0.5,0.00,0.00,0.3,50.0,,DF,308990ee
2094,Bram Lagae,0.0,0.1,0.2,0.00,0.00,0.9,1.2,2023-2024,19,be BEL,2 Teams,3 Comps,18,1473,16.4,15,3,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,1.2,0.0,0.2,0.00,0.00,0.1,25.0,,DF,30d0fa15
2095,Sean McLoughlin,0.0,0.2,0.4,0.00,0.00,0.1,1.7,2023-2024,26,ie IRL,Hull City,eng Championship,23,1172,13.0,13,10,22,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.1,1.7,0.0,0.4,0.00,0.00,0.2,60.0,,DF,315eb8f6
2096,Massimiliano Mangraviti,0.0,0.1,0.5,0.00,0.00,0.5,0.5,2023-2024,25,it ITA,Brescia,it Serie B,27,2097,23.3,24,3,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.5,0.00,0.00,0.1,25.0,,DF,33914f14
2097,Lewis Travis,0.0,0.2,0.6,0.00,0.00,2.2,1.7,2023-2024,25,eng ENG,2 Teams,eng Championship,29,1519,16.9,16,13,12,0.0,0.1,0.1,0.0,0.0,0.0,0.0,2.2,1.7,0.0,0.6,0.00,0.00,0.2,30.0,,MF,33928d3a
2098,Ryan Ledson,0.0,0.1,0.3,0.00,0.00,1.7,1.2,2023-2024,25,eng ENG,Preston North End,eng Championship,27,1552,17.2,18,9,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7,1.2,0.0,0.3,0.00,0.00,0.1,20.0,,MF,33a5c9b8
2099,Syb Van Ottele,0.0,0.4,1.7,0.00,0.00,1.3,1.4,2023-2024,21,nl NED,Heerenveen,nl Eredivisie,26,1429,15.9,15,11,8,0.0,0.1,0.1,0.0,0.0,0.0,0.0,1.3,1.4,0.0,1.7,0.00,0.00,0.4,22.2,,DFMF,341dc28c
2100,Botond Balogh,0.0,0.1,0.2,0.00,0.00,1.1,1.9,2023-2024,21,hu HUN,Parma,it Serie B,17,1351,15.0,16,1,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,1.9,0.0,0.2,0.00,0.00,0.1,33.3,,DF,348bafd4
2101,Martin Agirregabiria,0.0,0.1,0.3,0.00,0.00,1.3,0.9,2023-2024,27,es ESP,Famalicão,pt Primeira Liga,24,1207,13.4,13,11,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3,0.9,0.0,0.3,0.00,0.00,0.1,25.0,,DF,355c883a
2102,Francesco Di Mariano,0.0,0.1,0.7,0.00,0.00,0.7,0.6,2023-2024,27,it ITA,Palermo,it Serie B,27,1580,17.6,20,7,0,0.0,0.3,0.3,0.0,0.0,0.1,0.1,0.7,0.6,0.0,0.7,0.00,0.00,0.1,7.7,,MFFW,35a2557c
2103,Rubén,0.0,0.1,0.7,0.00,0.00,1.4,1.2,2023-2024,22,es ESP,2 Teams,es Segunda División,26,1720,19.1,20,6,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4,1.2,0.0,0.7,0.00,0.00,0.1,7.7,,DF,35d4f151
2104,Jeremy Ngakia,0.0,0.1,0.9,0.00,0.00,2.1,1.5,2023-2024,22,,Watford,eng Championship,14,916,10.2,11,3,2,0.0,0.1,0.1,0.0,0.0,0.0,0.0,2.1,1.5,0.0,0.9,0.00,0.00,0.1,11.1,,DF,3631ad41
