,Player,Nation,Team,Comp,Pos,90s,Age,Ast,G+A,G-PK,G/Sh,G/SoT,Gls/90,Int/90,MP,Min,PK,PKatt,PKm,Sh/90,SoT%,SoT/90,Starts,Subs,TklW/90,unSub,Gls,Int,Sh,SoT
7749,Alexander Lyng,Denmark,SønderjyskE,dk Danish Superliga,FWMF,11.3,19.0,0.0,0.3,0.3,0.13,0.43,0.3,0.3,23.0,1021.0,0.0,0.0,0.0,2.0,30.4,0.6,11.0,12.0,1.5,9.0,0.3,0.3,2.0,0.6
7750,Emile Smith Rowe,England,Fulham,eng Premier League,MF,22.7,24.0,0.1,0.4,0.3,0.16,0.55,0.3,0.5,34.0,2043.0,0.0,0.0,0.0,1.6,29.7,0.5,25.0,9.0,0.8,0.0,0.3,0.5,1.6,0.5
7751,Irakli Yegoian,Georgia,Vitesse,nl Eerste Divisie,MF,30.3,20.0,0.2,0.4,0.3,0.12,0.26,0.3,1.0,36.0,2725.0,0.0,0.0,0.0,2.1,47.7,1.0,30.0,6.0,1.3,2.0,0.3,1.0,2.1,1.0
7752,Dantaye Gilbert,Trinidad and Tobago,Jong PSV,nl Eerste Divisie,MF,11.4,19.0,0.0,0.3,0.3,0.11,0.38,0.3,0.4,28.0,1022.0,0.0,0.0,0.0,2.4,29.6,0.7,8.0,20.0,1.2,5.0,0.3,0.4,2.4,0.7
7753,Jan Kopic,Czech Republic,Viktoria Plzeň,cz Czech First League,MF,11.4,34.0,0.2,0.4,0.3,0.25,0.5,0.3,1.2,24.0,1023.0,0.0,0.0,0.0,1.1,50.0,0.5,11.0,13.0,0.8,7.0,0.3,1.2,1.1,0.5
7754,Rio Robbemond,Netherlands,Jong AZ,nl Eerste Divisie,MF,11.4,19.0,0.1,0.4,0.3,0.21,0.5,0.3,0.9,18.0,1024.0,0.0,0.0,0.0,1.2,42.9,0.5,12.0,6.0,1.5,17.0,0.3,0.9,1.2,0.5
7755,Salim Fago,Nigeria,Istra 1961,hr Hrvatska NL,FWMF,19.0,21.0,0.0,0.3,0.3,0.1,0.33,0.3,0.2,29.0,1707.0,0.0,0.0,0.0,2.7,28.8,0.8,23.0,6.0,0.2,2.0,0.3,0.2,2.7,0.8
7756,Adam Vlkanova,Czech Republic,Hradec Králové,cz Czech First League,FWMF,26.6,29.0,0.2,0.5,0.3,0.12,0.27,0.3,0.2,30.0,2394.0,0.0,0.0,0.0,2.1,45.6,1.0,29.0,1.0,1.1,0.0,0.3,0.2,2.1,1.0
7757,Bas van den Eynden,Belgium,Mechelen,be Belgian Pro League,DF,11.4,22.0,0.0,0.3,0.3,0.3,1.0,0.3,1.0,13.0,1026.0,0.0,0.0,0.0,0.9,30.0,0.3,11.0,2.0,0.8,5.0,0.3,1.0,0.9,0.3
7758,Ezequiel Bullaude,Argentina,Fortuna Sittard,nl Eredivisie,MFFW,22.9,23.0,0.0,0.3,0.2,0.13,0.36,0.3,0.5,28.0,2058.0,0.0,0.1,0.0,1.7,35.9,0.6,25.0,3.0,1.0,1.0,0.3,0.5,1.7,0.6
7759,Kieran Dowell,England,2 Teams,2 Comps,MFFW,19.1,26.0,0.2,0.5,0.2,0.08,0.2,0.3,0.5,31.0,1719.0,0.1,0.1,0.0,1.9,40.5,0.8,19.0,12.0,1.0,10.0,0.3,0.5,1.9,0.8
7760,Glenn Claes,Belgium,Lierse,be Challenger Pro League,MFFW,22.9,30.0,0.1,0.3,0.3,0.13,0.38,0.3,0.5,26.0,2063.0,0.0,0.0,0.0,2.0,35.6,0.7,24.0,2.0,1.5,0.0,0.3,0.5,2.0,0.7
7761,Samuel Owusu,Ghana,OFK Beograd,rs Serbian SuperLiga,MF,11.5,28.0,0.2,0.4,0.3,0.38,0.75,0.3,0.3,23.0,1033.0,0.0,0.0,0.0,0.7,50.0,0.3,9.0,14.0,0.3,0.0,0.3,0.3,0.7,0.3
7762,Gilson Benchimol,Cape Verde,FK Akron Tolyatti,ru Russian Premier League,FWMF,11.5,22.0,0.3,0.5,0.3,0.07,0.3,0.3,0.0,19.0,1033.0,0.0,0.0,0.0,3.7,23.8,0.9,11.0,8.0,0.9,2.0,0.3,0.0,3.7,0.9
7763,Richardson Denzell,Ghana,Jedinstvo Ub,rs Serbian SuperLiga,MF,15.3,19.0,0.0,0.3,0.3,0.25,0.4,0.3,0.1,23.0,1378.0,0.0,0.0,0.0,1.0,62.5,0.7,16.0,7.0,0.2,0.0,0.3,0.1,1.0,0.7
7764,Jamie Donley,Northern Ireland,Leyton Orient,eng League One,MF,30.6,19.0,0.3,0.6,0.3,0.14,0.47,0.3,0.1,39.0,2757.0,0.0,0.0,0.0,1.8,30.4,0.6,31.0,8.0,1.2,2.0,0.3,0.1,1.8,0.6
7765,Joel Grodowski,Germany,2 Teams,2 Comps,FW,23.0,26.0,0.3,0.5,0.3,0.05,0.17,0.3,0.0,32.0,2069.0,0.0,0.0,0.0,0.8,31.6,0.3,27.0,5.0,0.3,2.0,0.3,0.0,0.8,0.3
7766,Armando Dobra,Albania,Chesterfield,eng League Two,MF,34.5,23.0,0.1,0.3,0.3,0.1,0.32,0.3,0.3,42.0,3105.0,0.0,0.0,0.0,2.7,30.1,0.8,36.0,6.0,1.4,0.0,0.3,0.3,2.7,0.8
7767,Derry Scherhant,Germany,Hertha BSC,de 2. Bundesliga,FWMF,26.8,21.0,0.1,0.4,0.2,0.1,0.22,0.3,0.2,34.0,2415.0,0.0,0.0,0.0,2.2,45.0,1.0,28.0,6.0,0.8,0.0,0.3,0.2,2.2,1.0
7768,Luke Berry,England,Charlton Athletic,eng League One,MF,26.9,32.0,0.2,0.4,0.3,0.1,0.27,0.3,0.6,41.0,2420.0,0.0,0.0,0.0,2.6,37.7,1.0,32.0,9.0,0.9,2.0,0.3,0.6,2.6,1.0
7769,Antonio Cordero,Spain,Málaga,es Segunda División,MF,23.2,17.0,0.3,0.5,0.1,0.04,0.13,0.3,0.3,39.0,2084.0,0.1,0.2,0.0,2.9,34.3,1.0,23.0,16.0,1.0,0.0,0.3,0.3,2.9,1.0
7770,Victor Letsoalo,South Africa,TS Galaxy,za South African Premiership,FWMF,15.5,31.0,0.2,0.5,0.3,0.09,0.29,0.3,0.3,21.0,1392.0,0.0,0.0,0.0,3.0,29.8,0.9,17.0,4.0,0.4,2.0,0.3,0.3,3.0,0.9
7771,Pablo Durán,Spain,Celta Vigo,es La Liga,FWMF,15.5,23.0,0.3,0.5,0.3,0.15,0.4,0.3,0.5,27.0,1394.0,0.0,0.0,0.0,1.7,38.5,0.6,15.0,12.0,0.5,10.0,0.3,0.5,1.7,0.6
7772,Daniel Vašulín,Czech Republic,Viktoria Plzeň,cz Czech First League,FW,15.5,26.0,0.2,0.5,0.3,0.08,0.21,0.3,0.2,31.0,1397.0,0.0,0.0,0.0,3.1,39.6,1.2,13.0,18.0,0.4,2.0,0.3,0.2,3.1,1.2
7773,Felix Mambimbi,Switzerland,St. Gallen,ch Swiss Super League,FWMF,11.7,23.0,0.4,0.7,0.3,0.12,0.27,0.3,0.0,28.0,1049.0,0.0,0.0,0.0,2.1,44.0,0.9,10.0,18.0,1.2,5.0,0.3,0.0,2.1,0.9
7774,Michael Keane,England,Everton,eng Premier League,DF,11.7,31.0,0.0,0.3,0.3,0.3,0.75,0.3,1.1,14.0,1049.0,0.0,0.0,0.0,0.9,40.0,0.3,11.0,3.0,0.9,22.0,0.3,1.1,0.9,0.3
7775,Thierry Ambrose,Guadeloupe,Kortrijk,be Belgian Pro League,FWMF,23.4,27.0,0.1,0.4,0.2,0.09,0.25,0.3,0.1,34.0,2105.0,0.0,0.0,0.0,2.5,34.5,0.9,23.0,11.0,0.3,1.0,0.3,0.1,2.5,0.9
7776,Antoni Klimek,Poland,2 Teams,pl Ekstraklasa,MFFW,11.7,21.0,0.2,0.4,0.3,0.12,0.25,0.3,0.3,22.0,1053.0,0.0,0.0,0.0,2.2,46.2,1.0,10.0,12.0,0.8,9.0,0.3,0.3,2.2,1.0
7777,Dimitris Emmanouilidis,Greece,Vejle BK,dk Danish Superliga,MFFW,19.5,23.0,0.1,0.3,0.3,0.1,0.25,0.3,0.4,29.0,1755.0,0.0,0.0,0.0,2.5,40.8,1.0,23.0,6.0,0.4,3.0,0.3,0.4,2.5,1.0
7778,Javad Hosseinnezhad,Iran,D'mo Makhachkala,ru Russian Premier League,MFFW,11.7,21.0,0.3,0.5,0.3,0.1,0.38,0.3,0.9,24.0,1053.0,0.0,0.0,0.0,2.6,25.8,0.7,12.0,12.0,1.0,1.0,0.3,0.9,2.6,0.7
7779,Sebastian Nanasi,Sweden,Strasbourg,fr Ligue 1,MFFW,23.4,22.0,0.2,0.4,0.3,0.21,0.5,0.3,0.3,31.0,2107.0,0.0,0.0,0.0,1.2,42.9,0.5,26.0,5.0,0.6,1.0,0.3,0.3,1.2,0.5
7780,Victor Torp,Denmark,Coventry City,eng Championship,MF,23.4,25.0,0.2,0.4,0.2,0.1,0.26,0.3,1.1,36.0,2107.0,0.0,0.1,0.0,2.2,37.3,0.8,25.0,11.0,1.3,2.0,0.3,1.1,2.2,0.8
7781,Jordan Gele,France,2 Teams,ro Liga I,FW,23.4,31.0,0.2,0.4,0.3,0.14,0.4,0.3,0.3,36.0,2110.0,0.0,0.0,0.0,1.8,34.9,0.6,23.0,13.0,0.3,2.0,0.3,0.3,1.8,0.6
7782,Alen Grgić,Croatia,Slaven Belupo,hr Hrvatska NL,MFDF,27.4,29.0,0.3,0.5,0.3,0.13,0.37,0.3,1.0,30.0,2465.0,0.0,0.0,0.0,2.0,34.5,0.7,28.0,2.0,0.6,0.0,0.3,1.0,2.0,0.7
7783,Owura Edwards,England,Colchester United,eng League Two,MF,27.5,23.0,0.1,0.4,0.3,0.18,0.47,0.3,0.3,37.0,2476.0,0.0,0.0,0.0,1.4,38.5,0.5,30.0,7.0,1.0,0.0,0.3,0.3,1.4,0.5
7784,Ahmed Ildiz,Turkey,Göztepe,tr Süper Lig,MF,11.8,27.0,0.1,0.3,0.2,0.08,0.25,0.3,1.1,24.0,1062.0,0.1,0.1,0.0,2.1,32.0,0.7,11.0,13.0,0.9,6.0,0.3,1.1,2.1,0.7
7785,Marco Burch,Switzerland,2 Teams,pl Ekstraklasa,DF,11.8,23.0,0.1,0.3,0.3,0.38,0.75,0.3,0.9,13.0,1062.0,0.0,0.0,0.0,0.7,50.0,0.3,12.0,1.0,1.1,2.0,0.3,0.9,0.7,0.3
7786,Tom Slončík,Czech Republic,2 Teams,cz Czech First League,MF,15.7,19.0,0.1,0.3,0.3,0.11,0.27,0.3,0.4,24.0,1417.0,0.0,0.0,0.0,2.4,39.5,1.0,18.0,6.0,1.5,8.0,0.3,0.4,2.4,1.0
7787,Vladimir Lučić,Serbia,Novi Beograd,rs Serbian SuperLiga,MFFW,23.6,22.0,0.1,0.4,0.3,0.22,0.55,0.3,0.4,25.0,2126.0,0.0,0.0,0.0,1.1,40.7,0.5,24.0,1.0,0.5,0.0,0.3,0.4,1.1,0.5
7788,David Puškáč,Czech Republic,Jablonec,cz Czech First League,FW,15.8,31.0,0.3,0.6,0.3,0.13,0.33,0.3,0.1,31.0,1418.0,0.0,0.0,0.0,2.0,37.5,0.8,15.0,16.0,0.4,0.0,0.3,0.1,2.0,0.8
7789,Leo Sauer,Slovakia,NAC Breda,nl Eredivisie,MFFW,27.6,18.0,0.1,0.3,0.2,0.09,0.29,0.3,0.1,31.0,2482.0,0.0,0.0,0.0,2.4,31.8,0.8,29.0,2.0,0.9,0.0,0.3,0.1,2.4,0.8
7790,Tomasz Pieńko,Poland,Zagłębie Lubin,pl Ekstraklasa,MFFW,27.6,20.0,0.1,0.3,0.2,0.07,0.16,0.3,0.3,30.0,2487.0,0.1,0.1,0.0,2.5,46.4,1.2,30.0,0.0,0.5,1.0,0.3,0.3,2.5,1.2
7791,Dimitri Oberlin,Switzerland,Sepsi Sfântu Gheorghe,ro Liga I,MFFW,23.7,26.0,0.1,0.4,0.3,0.14,0.25,0.3,0.3,28.0,2132.0,0.0,0.0,0.0,1.9,54.5,1.0,23.0,5.0,1.2,0.0,0.3,0.3,1.9,1.0
7792,Dániel Lukács,Hungary,Kecskemét,hu NB I,FW,19.8,28.0,0.3,0.6,0.3,0.12,0.28,0.3,0.3,28.0,1778.0,0.0,0.1,0.1,2.1,42.9,0.9,22.0,6.0,0.3,0.0,0.3,0.3,2.1,0.9
7793,Julien López,Algeria,Paris FC,fr Ligue 2,MFFW,11.9,32.0,0.1,0.3,0.3,0.16,0.3,0.3,0.8,31.0,1070.0,0.0,0.0,0.0,1.6,52.6,0.8,9.0,22.0,0.6,1.0,0.3,0.8,1.6,0.8
7794,Johan Rojas,Colombia,2 Teams,mx Liga MX,MFFW,11.9,21.0,0.3,0.5,0.3,0.07,0.25,0.3,0.4,25.0,1070.0,0.0,0.0,0.0,3.5,28.6,1.0,11.0,14.0,1.3,5.0,0.3,0.4,3.5,1.0
7795,Sven Michel,Germany,Paderborn 07,de 2. Bundesliga,FWMF,15.9,34.0,0.1,0.4,0.3,0.1,0.44,0.3,0.4,26.0,1427.0,0.0,0.0,0.0,2.6,21.4,0.6,16.0,10.0,0.5,1.0,0.3,0.4,2.6,0.6
7796,Nikolay Obolsky,Russia,Córdoba,es Segunda División,FW,11.9,27.0,0.3,0.5,0.3,0.09,0.23,0.3,0.0,33.0,1071.0,0.0,0.0,0.0,2.9,37.1,1.1,10.0,23.0,0.2,9.0,0.3,0.0,2.9,1.1
7797,Danny Loader,Cameroon,Porto,pt Primeira Liga,FWMF,11.9,23.0,0.1,0.3,0.2,0.07,0.15,0.3,0.5,29.0,1071.0,0.1,0.1,0.0,2.5,43.3,1.1,11.0,18.0,0.6,3.0,0.3,0.5,2.5,1.1
7798,Stefan Skrbo,Austria,WSG Tirol,at Austrian Bundesliga,FWMF,15.9,23.0,0.1,0.4,0.3,0.17,0.36,0.3,0.3,24.0,1429.0,0.0,0.0,0.0,1.4,47.8,0.7,16.0,8.0,0.5,2.0,0.3,0.3,1.4,0.7
7799,Fran Álvarez,Spain,Widzew Łódź,pl Ekstraklasa,MFFW,27.8,26.0,0.1,0.4,0.3,0.14,0.47,0.3,0.5,32.0,2504.0,0.0,0.0,0.0,1.8,30.0,0.5,29.0,3.0,0.8,0.0,0.3,0.5,1.8,0.5
7800,Yanela Mbuthuma,South Africa,Richards Bay FC,za South African Premiership,FW,19.9,22.0,0.1,0.4,0.3,0.11,0.36,0.3,0.6,24.0,1791.0,0.0,0.0,0.0,2.4,29.8,0.7,20.0,4.0,0.4,0.0,0.3,0.6,2.4,0.7
7801,Keita Baldé,Senegal,2 Teams,2 Comps,FW,11.9,29.0,0.0,0.3,0.3,0.13,0.43,0.3,0.3,22.0,1075.0,0.0,0.0,0.0,1.9,30.4,0.6,13.0,9.0,0.2,1.0,0.3,0.3,1.9,0.6
7802,João Costa,Brazil,2 Teams,2 Comps,FW,15.9,19.0,0.1,0.3,0.3,0.15,0.5,0.3,0.8,24.0,1434.0,0.0,0.0,0.0,1.7,29.6,0.5,16.0,8.0,1.1,3.0,0.3,0.8,1.7,0.5
7803,Darko Churlinov,North Macedonia,Jagiellonia,pl Ekstraklasa,MF,19.9,24.0,0.2,0.4,0.3,0.1,0.29,0.3,0.6,26.0,1793.0,0.0,0.0,0.0,2.5,34.0,0.9,21.0,5.0,0.6,0.0,0.3,0.6,2.5,0.9
7804,Mattia Finotto,Italy,Carrarese,it Serie B,FW,23.9,31.0,0.0,0.3,0.3,0.13,0.46,0.3,0.1,37.0,2155.0,0.0,0.0,0.0,2.0,27.7,0.5,25.0,12.0,0.3,0.0,0.3,0.1,2.0,0.5
7805,Jorge Ruvalcaba,Mexico,UNAM,mx Liga MX,MFFW,16.0,23.0,0.1,0.4,0.3,0.11,0.25,0.3,0.4,25.0,1438.0,0.0,0.0,0.0,2.3,44.4,1.0,17.0,8.0,1.3,0.0,0.3,0.4,2.3,1.0
7806,Edgardo Fariña,Panama,FC Khimki,ru Russian Premier League,DF,12.0,22.0,0.0,0.3,0.3,0.27,0.75,0.3,1.6,14.0,1079.0,0.0,0.0,0.0,0.9,36.4,0.3,11.0,3.0,1.4,0.0,0.3,1.6,0.9,0.3
7807,Torge Paetow,Germany,Preußen Münster,de 2. Bundesliga,DF,12.0,28.0,0.0,0.2,0.2,0.3,0.75,0.2,0.7,12.0,1080.0,0.0,0.0,0.0,0.8,40.0,0.3,12.0,0.0,0.9,13.0,0.2,0.7,0.8,0.3
7808,Kacper Sezonienko,Poland,Lechia Gdańsk,pl Ekstraklasa,FWMF,12.0,21.0,0.0,0.2,0.2,0.23,0.75,0.2,0.6,29.0,1080.0,0.0,0.0,0.0,1.1,30.8,0.3,9.0,20.0,1.6,5.0,0.2,0.6,1.1,0.3
7809,Alexis Alegue,France,Jablonec,cz Czech First League,FWMF,20.0,27.0,0.2,0.5,0.2,0.13,0.26,0.2,0.5,33.0,1802.0,0.0,0.0,0.0,2.0,47.5,0.9,23.0,10.0,0.5,2.0,0.2,0.5,2.0,0.9
7810,Ianis Hagi,Romania,Rangers,sct Scottish Premiership,MF,16.0,25.0,0.3,0.6,0.2,0.1,0.44,0.2,0.8,24.0,1442.0,0.0,0.0,0.0,2.5,22.5,0.6,16.0,8.0,0.7,2.0,0.2,0.8,2.5,0.6
7811,Tayfur Bingöl,Turkey,Eyüpspor,tr Süper Lig,MFDF,20.1,31.0,0.0,0.3,0.2,0.24,0.5,0.2,0.6,29.0,1805.0,0.0,0.0,0.0,1.0,47.6,0.5,21.0,8.0,1.4,4.0,0.2,0.6,1.0,0.5
7812,Bogdan Mirčetić,Serbia,Radnički Kragujevac,rs Serbian SuperLiga,MF,24.1,18.0,0.2,0.5,0.2,0.19,0.36,0.2,0.2,33.0,2166.0,0.1,0.1,0.0,0.9,52.4,0.5,24.0,9.0,0.3,0.0,0.2,0.2,0.9,0.5
7813,Jahnoah Markelo,Suriname,Zürich,ch Swiss Super League,MFFW,16.1,21.0,0.3,0.6,0.2,0.11,0.36,0.2,0.6,26.0,1445.0,0.0,0.0,0.0,2.4,28.9,0.7,15.0,11.0,1.2,2.0,0.2,0.6,2.4,0.7
7814,Mick van Buren,Netherlands,Cracovia,pl Ekstraklasa,FW,16.1,31.0,0.1,0.3,0.2,0.13,0.36,0.2,0.3,22.0,1446.0,0.0,0.0,0.0,1.9,35.5,0.7,15.0,7.0,0.4,3.0,0.2,0.3,1.9,0.7
7815,Patryk Makuch,Poland,Raków,pl Ekstraklasa,FW,12.1,25.0,0.2,0.4,0.2,0.1,0.43,0.2,0.2,27.0,1086.0,0.0,0.1,0.1,2.4,24.1,0.6,12.0,15.0,0.7,0.0,0.2,0.2,2.4,0.6
7816,Jessic Ngankam,Germany,Hannover 96,de 2. Bundesliga,FWMF,16.1,24.0,0.1,0.3,0.2,0.07,0.2,0.2,0.1,27.0,1451.0,0.1,0.1,0.0,2.8,33.3,0.9,18.0,9.0,0.9,0.0,0.2,0.1,2.8,0.9
7817,Marc Lorenz,Germany,Preußen Münster,de 2. Bundesliga,MF,16.1,36.0,0.4,0.6,0.1,0.03,0.06,0.2,0.7,30.0,1453.0,0.2,0.2,0.0,1.9,53.3,1.0,16.0,14.0,0.9,3.0,0.2,0.7,1.9,1.0
7818,Vishnu PV,India,East Bengal,in Indian Super League,MF,16.1,22.0,0.2,0.4,0.2,0.13,0.4,0.2,0.5,22.0,1453.0,0.0,0.0,0.0,1.9,33.3,0.6,16.0,6.0,1.2,1.0,0.2,0.5,1.9,0.6
7819,Javier Llabrés,Spain,2 Teams,2 Comps,MF,12.1,21.0,0.0,0.2,0.2,0.06,0.18,0.2,0.5,16.0,1090.0,0.1,0.1,0.0,2.6,34.4,0.9,15.0,1.0,0.5,9.0,0.2,0.5,2.6,0.9
7820,Leonardo Cerri,Italy,Carrarese,it Serie B,FW,12.1,21.0,0.1,0.3,0.2,0.1,0.21,0.2,0.0,31.0,1090.0,0.0,0.0,0.0,2.6,45.2,1.2,10.0,21.0,0.2,5.0,0.2,0.0,2.6,1.2
7821,Oskar Repka,Poland,Katowice,pl Ekstraklasa,MF,32.3,25.0,0.1,0.3,0.2,0.14,0.5,0.2,0.9,33.0,2907.0,0.0,0.0,0.0,1.8,27.1,0.5,33.0,0.0,0.7,0.0,0.2,0.9,1.8,0.5
7822,Törles Knöll,Germany,Den Bosch,nl Eerste Divisie,FWMF,12.1,26.0,0.2,0.4,0.2,0.07,0.13,0.2,0.2,15.0,1092.0,0.1,0.1,0.0,2.4,51.7,1.2,13.0,2.0,0.3,1.0,0.2,0.2,2.4,1.2
7823,Jordan Thomas,England,Cheltenham Town,eng League Two,MF,32.4,23.0,0.1,0.3,0.2,0.1,0.29,0.2,0.7,40.0,2919.0,0.0,0.0,0.0,2.2,33.3,0.7,32.0,8.0,2.1,0.0,0.2,0.7,2.2,0.7
7824,Piotr Ceglarz,Poland,Motor Lublin,pl Ekstraklasa,MFFW,24.3,32.0,0.0,0.3,0.2,0.07,0.2,0.2,0.2,30.0,2190.0,0.1,0.1,0.0,2.3,35.7,0.8,25.0,5.0,0.5,0.0,0.2,0.2,2.3,0.8
7825,Philipp Förster,Germany,Darmstadt 98,de 2. Bundesliga,MF,16.2,29.0,0.1,0.3,0.2,0.15,0.44,0.2,0.7,22.0,1460.0,0.0,0.0,0.0,1.7,33.3,0.6,17.0,5.0,0.9,0.0,0.2,0.7,1.7,0.6
7826,Mallik Wilks,England,Rotherham United,eng League One,FWMF,36.5,25.0,0.1,0.4,0.2,0.07,0.17,0.2,0.1,41.0,3287.0,0.0,0.0,0.0,3.1,42.5,1.3,39.0,2.0,0.3,0.0,0.2,0.1,3.1,1.3
7827,Ivan Santini,Croatia,Šibenik,hr Hrvatska NL,FW,28.4,35.0,0.0,0.3,0.2,0.11,0.32,0.2,0.3,31.0,2557.0,0.0,0.0,0.0,1.9,35.8,0.7,31.0,0.0,0.4,1.0,0.2,0.3,1.9,0.7
7828,Tyler Walton,England,Accrington Stanley,eng League Two,FWMF,28.4,25.0,0.3,0.5,0.2,0.14,0.32,0.2,0.4,41.0,2560.0,0.0,0.0,0.0,1.8,44.0,0.8,30.0,11.0,0.4,0.0,0.2,0.4,1.8,0.8
7829,Giuseppe Caso,Italy,Modena,it Serie B,MFFW,20.3,25.0,0.1,0.4,0.2,0.11,0.42,0.2,0.0,30.0,1829.0,0.0,0.0,0.0,2.3,26.1,0.6,24.0,6.0,0.2,0.0,0.2,0.0,2.3,0.6
7830,Badredine Bouanani,Algeria,Nice,fr Ligue 1,MFFW,12.2,19.0,0.2,0.5,0.2,0.06,0.13,0.2,1.0,26.0,1099.0,0.1,0.1,0.0,2.5,48.4,1.2,11.0,15.0,0.3,5.0,0.2,1.0,2.5,1.2
7831,Theo Zidane,France,Córdoba,es Segunda División,MF,20.4,22.0,0.0,0.3,0.2,0.14,0.36,0.2,0.4,36.0,1832.0,0.0,0.0,0.0,1.8,38.9,0.7,22.0,14.0,0.7,3.0,0.2,0.4,1.8,0.7
7832,Allan Paulista,Brazil,Hyderabad FC,in Indian Super League,FW,16.3,25.0,0.1,0.3,0.2,0.13,0.31,0.2,0.1,23.0,1467.0,0.0,0.0,0.0,2.0,40.6,0.8,17.0,6.0,0.3,0.0,0.2,0.1,2.0,0.8
7833,Heorhii Tsitaishvili,Georgia,Granada,es Segunda División,MFFW,28.5,23.0,0.1,0.4,0.2,0.13,0.35,0.2,0.7,36.0,2569.0,0.0,0.0,0.0,2.0,35.7,0.7,32.0,4.0,0.6,0.0,0.2,0.7,2.0,0.7
7834,Rhys Bozinovski,Australia,Western United,au A-League Men,MF,20.4,20.0,0.0,0.3,0.2,0.14,0.42,0.2,1.4,26.0,1838.0,0.0,0.0,0.0,1.7,34.3,0.6,22.0,4.0,1.7,0.0,0.2,1.4,1.7,0.6
7835,Jan Gorenc,Slovenia,Eupen,be Challenger Pro League,DF,16.4,25.0,0.0,0.2,0.2,0.29,0.67,0.2,1.2,22.0,1473.0,0.0,0.0,0.0,0.9,42.9,0.4,18.0,4.0,0.4,4.0,0.2,1.2,0.9,0.4
7836,Adem Ljajić,Serbia,Novi Pazar,rs Serbian SuperLiga,MF,32.7,32.0,0.3,0.6,0.2,0.13,0.29,0.2,0.1,35.0,2947.0,0.1,0.1,0.0,1.4,46.7,0.6,34.0,1.0,0.1,0.0,0.2,0.1,1.4,0.6
7837,Jack Hinshelwood,England,Brighton,eng Premier League,MFDF,20.5,19.0,0.1,0.3,0.2,0.28,0.5,0.2,0.5,26.0,1842.0,0.0,0.0,0.0,0.9,55.6,0.5,22.0,4.0,0.9,0.0,0.2,0.5,0.9,0.5
7838,Santiago García,Spain,Gil Vicente FC,pt Primeira Liga,MF,16.4,22.0,0.1,0.4,0.2,0.19,0.5,0.2,0.9,27.0,1475.0,0.0,0.0,0.0,1.3,38.1,0.5,16.0,11.0,1.7,2.0,0.2,0.9,1.3,0.5
7839,Muris Mešanović,Bosnia and Herzegovina,Dukla Prague,cz Czech First League,FW,16.4,34.0,0.1,0.3,0.2,0.13,0.44,0.2,0.1,19.0,1475.0,0.0,0.0,0.0,1.8,30.0,0.5,19.0,0.0,0.2,0.0,0.2,0.1,1.8,0.5
7840,Ivan Davidović,Serbia,Tekstilac Odžaci,rs Serbian SuperLiga,MF,24.7,28.0,0.1,0.3,0.2,0.14,0.36,0.2,0.6,32.0,2219.0,0.0,0.1,0.0,1.5,37.8,0.6,29.0,3.0,0.5,1.0,0.2,0.6,1.5,0.6
7841,Mihnea Radulescu,Romania,Petrolul Ploiești,ro Liga I,MF,20.6,18.0,0.1,0.4,0.2,0.11,0.33,0.2,0.6,35.0,1853.0,0.0,0.0,0.0,2.2,32.6,0.7,21.0,14.0,0.9,4.0,0.2,0.6,2.2,0.7
7842,David Tijanić,Slovenia,Göztepe,tr Süper Lig,MF,20.6,27.0,0.4,0.7,0.2,0.09,0.22,0.2,0.4,33.0,1853.0,0.0,0.0,0.0,2.7,41.8,1.1,22.0,11.0,0.6,1.0,0.2,0.4,2.7,1.1
7843,Álex Calatrava,Spain,Castellón,es Segunda División,MFFW,24.7,24.0,0.4,0.7,0.2,0.07,0.3,0.2,0.4,32.0,2227.0,0.0,0.0,0.0,3.3,24.4,0.8,26.0,6.0,1.3,0.0,0.2,0.4,3.3,0.8
7844,Vojo Ubiparip,Serbia,Spartak Subotica,rs Serbian SuperLiga,FW,16.5,36.0,0.2,0.4,0.2,0.21,0.5,0.2,0.1,31.0,1487.0,0.0,0.0,0.0,1.1,42.1,0.5,13.0,18.0,0.1,2.0,0.2,0.1,1.1,0.5
7845,Dan Agyei,England,Leyton Orient,eng League One,MFFW,29.0,27.0,0.3,0.5,0.2,0.12,0.27,0.2,0.0,41.0,2608.0,0.0,0.0,0.0,2.1,43.3,0.9,31.0,10.0,0.3,0.0,0.2,0.0,2.1,0.9
7846,Reziuan Mirzov,Russia,FC Khimki,ru Russian Premier League,MFFW,12.4,31.0,0.1,0.3,0.2,0.08,0.22,0.2,0.2,26.0,1118.0,0.1,0.1,0.0,2.0,36.0,0.7,13.0,13.0,0.6,0.0,0.2,0.2,2.0,0.7
7847,Andreas Cornelius,Denmark,FC Copenhagen,dk Danish Superliga,FW,12.4,31.0,0.3,0.6,0.2,0.1,0.27,0.2,0.2,19.0,1118.0,0.0,0.0,0.0,2.5,35.5,0.9,12.0,7.0,0.3,0.0,0.2,0.2,2.5,0.9
7848,Luis Henrique,Brazil,Marseille,fr Ligue 1,MF,29.0,22.0,0.2,0.5,0.2,0.23,0.5,0.2,0.3,33.0,2613.0,0.0,0.0,0.0,1.0,46.7,0.5,29.0,4.0,0.3,1.0,0.2,0.3,1.0,0.5
