,,,,,,,,,,,,,,,,,,,,Per 90,Per 90,Per 90,Per 90,Per 90,Per 90,Per 90,Per 90,,,Per 90,Per 90,Per 90,Per 90,Per 90,Per 90,,-additional
,,,,,,,,,,,,,,Playing Time,Playing Time,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,,,,Standard,Standard,Standard,Standard,Standard,Standard,,-9999
Rk,Player,Gls/90,SoT/90,Sh/90,G/Sh,G/SoT,TklW/90,Int/90,Season,Age,Nation,Team,Comp,MP,Min▼,90s,Starts,Subs,unSub,Gls/90,Ast,G+A,G-PK,PK,PKatt,PKm,TklW/90,Int/90,Tkl+Int,Sh/90,G/Sh,G/SoT,SoT/90,SoT%,FK,Pos,-9999
5874,Scott Fraser,0.0,0.4,1.1,0.00,0.00,0.8,0.6,2023-2024,28,sct SCO,2 Teams,2 Comps,27,1254,13.9,13,14,5,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.8,0.6,0.0,1.1,0.00,0.00,0.4,31.3,,MF,2db9256a
5875,Luka Hujber,0.0,0.1,0.6,0.00,0.00,1.3,1.1,2023-2024,24,hr CRO,Istra 1961,hr Hrvatska NL,23,1202,13.4,15,8,5,0.0,0.1,0.1,0.0,0.0,0.0,0.0,1.3,1.1,0.0,0.6,0.00,0.00,0.1,25.0,,DF,2e0fdfc6
5876,Neluț Roșu,0.0,0.4,1.3,0.00,0.00,0.6,0.7,2023-2024,30,ro ROU,Dinamo București,ro Liga I,23,1126,12.5,12,11,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.7,0.0,1.3,0.00,0.00,0.4,31.3,,MF,2e1ae7cb
5877,Romario Benzar,0.0,0.2,1.0,0.00,0.00,0.9,0.7,2023-2024,31,ro ROU,Botoșani,ro Liga I,27,2084,23.2,26,1,1,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.9,0.7,0.0,1.0,0.00,0.00,0.2,16.7,,DFMF,2e3596d1
5878,Owen Dodgson,0.0,0.2,0.7,0.00,0.00,0.6,1.4,2023-2024,20,eng ENG,2 Teams,2 Comps,26,1621,18.0,17,9,7,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.6,1.4,0.0,0.7,0.00,0.00,0.2,30.8,,MFDF,2e590065
5879,Souffian El Karouani,0.0,0.1,0.4,0.00,0.00,1.9,0.6,2023-2024,22,ma MAR,Utrecht,nl Eredivisie,29,2448,27.2,26,3,4,0.0,0.1,0.1,0.0,0.0,0.0,0.0,1.9,0.6,0.0,0.4,0.00,0.00,0.1,27.3,,DF,2e5a31cb
5880,Tyrese Asante,0.0,0.3,0.5,0.00,0.00,1.1,1.2,2023-2024,21,nl NED,ADO Den Haag,nl Eerste Divisie,26,1738,19.3,20,6,9,0.0,0.1,0.1,0.0,0.0,0.0,0.0,1.1,1.2,0.0,0.5,0.00,0.00,0.3,50.0,,DFMF,2ebd89bd
5881,Elseid Hysaj,0.0,0.1,0.2,0.00,0.00,1.1,1.4,2023-2024,29,al ALB,Lazio,it Serie A,22,1199,13.3,11,11,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,1.4,0.0,0.2,0.00,0.00,0.1,50.0,,DF,2f3452eb
5882,Karim Zedadka,0.0,0.2,1.2,0.00,0.00,1.4,1.3,2023-2024,23,fr FRA,2 Teams,2 Comps,15,1081,12.0,12,3,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4,1.3,0.0,1.2,0.00,0.00,0.2,21.4,,MF,2f45300d
5883,Josh Doig,0.0,0.1,0.5,0.00,0.00,1.1,0.8,2023-2024,21,sct SCO,2 Teams,it Serie A,28,2173,24.1,26,2,5,0.0,0.1,0.1,0.0,0.0,0.0,0.0,1.1,0.8,0.0,0.5,0.00,0.00,0.1,23.1,,MFDF,2f69d881
5884,Necip Uysal,0.0,0.1,0.4,0.00,0.00,0.8,1.0,2023-2024,32,tr TUR,Beşiktaş,tr Süper Lig,30,2350,26.1,25,5,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,1.0,0.0,0.4,0.00,0.00,0.1,27.3,,DF,2f7af524
5885,Andrés Gudiño,0.0,0.1,0.1,0.00,0.00,0.0,0.0,2023-2024,26,mx MEX,Cruz Azul,mx Liga MX,14,1219,13.5,13,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.00,0.00,0.1,100.0,,GK,2f8bb62a
5886,Olivier Custodio,0.0,0.3,0.9,0.00,0.00,1.2,1.0,2023-2024,28,ch SUI,Lausanne-Sport,ch Swiss Super League,34,2533,28.1,29,5,1,0.0,0.1,0.1,0.0,0.0,0.0,0.0,1.2,1.0,0.0,0.9,0.00,0.00,0.3,34.6,,MFDF,2f8e326a
5887,Isaías Sánchez,0.0,0.2,0.6,0.00,0.00,1.5,2.0,2023-2024,36,es ESP,Adelaide United,au A-League Men,25,2032,22.6,24,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,2.0,0.0,0.6,0.00,0.00,0.2,30.8,,MFDF,30059de4
5888,Douglas,0.0,0.3,0.8,0.00,0.00,2.1,1.3,2023-2024,26,br BRA,Nantes,fr Ligue 1,25,1772,19.7,22,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1,1.3,0.0,0.8,0.00,0.00,0.3,31.3,,MF,301c287b
5889,Loïc Williams,0.0,0.1,0.3,0.00,0.00,1.3,0.8,2023-2024,21,es ESP,Tenerife,es Segunda División,21,1378,15.3,17,4,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3,0.8,0.0,0.3,0.00,0.00,0.1,50.0,,DF,302a237e
5890,Cyril Mandouki,0.0,0.2,0.6,0.00,0.00,0.9,1.3,2023-2024,31,mq MTQ,Paris FC,fr Ligue 2,35,3053,33.9,35,0,0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.9,1.3,0.0,0.6,0.00,0.00,0.2,27.3,,MF,30834b83
5891,Nicolás Díaz Huincales,0.0,0.3,0.5,0.00,0.00,1.7,1.3,2023-2024,24,cl CHI,Tijuana,mx Liga MX,29,2450,27.2,29,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7,1.3,0.0,0.5,0.00,0.00,0.3,50.0,,DF,308990ee
5892,Angeliño,0.0,0.2,0.7,0.00,0.00,0.9,1.2,2023-2024,26,es ESP,2 Teams,2 Comps,24,1744,19.4,21,3,7,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.9,1.2,0.0,0.7,0.00,0.00,0.2,23.1,,DF,30941e96
5893,Malachi Boateng,0.0,0.0,0.5,0.00,0.00,0.9,1.1,2023-2024,21,eng ENG,Dundee,sct Scottish Premiership,32,2318,25.8,25,7,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,1.1,0.0,0.5,0.00,0.00,0.0,8.3,,MF,3096b0b0
5894,Ashish Pradhan,0.0,0.2,0.8,0.00,0.00,1.3,1.3,2023-2024,24,in IND,Punjab,in Indian Super League,17,1072,11.9,13,4,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3,1.3,0.0,0.8,0.00,0.00,0.2,22.2,,MF,30a5b4f8
5895,Stephen O'Donnell,0.0,0.1,0.3,0.00,0.00,1.2,0.7,2023-2024,31,sct SCO,Motherwell,sct Scottish Premiership,37,2793,31.0,32,5,1,0.0,0.1,0.1,0.0,0.0,0.0,0.0,1.2,0.7,0.0,0.3,0.00,0.00,0.1,40.0,,MFDF,30acf4ba
5896,Dmitri Kabutov,0.0,0.3,1.0,0.00,0.00,1.4,0.8,2023-2024,31,ru RUS,Rubin Kazan,ru Russian Premier League,28,2498,27.8,28,0,0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,1.4,0.8,0.0,1.0,0.00,0.00,0.3,27.6,,MFDF,30b4cbc1
5897,Bram Lagae,0.0,0.1,0.2,0.00,0.00,0.8,1.1,2023-2024,19,be BEL,2 Teams,2 Comps,17,1452,16.1,15,2,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,1.1,0.0,0.2,0.00,0.00,0.1,33.3,,DF,30d0fa15
5898,Stjepan Radeljić,0.0,0.1,0.9,0.00,0.00,1.2,0.9,2023-2024,25,ba BIH,Rijeka,hr Hrvatska NL,25,1360,15.1,16,9,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,0.9,0.0,0.9,0.00,0.00,0.1,15.4,,DF,30e03a25
5899,Milan Škriniar,0.0,0.1,0.2,0.00,0.00,1.0,0.7,2023-2024,28,sk SVK,Paris Saint-Germain,fr Ligue 1,24,1629,18.1,17,7,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.7,0.0,0.2,0.00,0.00,0.1,33.3,,DF,30f5ffa9
5900,Fabian Gmeiner,0.0,0.1,0.2,0.00,0.00,0.9,1.5,2023-2024,26,at AUT,SC Austria Lustenau,at Austrian Bundesliga,26,1472,16.4,13,13,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,1.5,0.0,0.2,0.00,0.00,0.1,33.3,,DFMF,31141bb1
5901,Kiliann Sildillia,0.0,0.0,0.3,0.00,0.00,1.0,1.1,2023-2024,21,fr FRA,Freiburg,de Bundesliga,27,1806,20.1,20,7,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.1,0.0,0.3,0.00,0.00,0.0,14.3,,DF,313254a3
5902,Sean McLoughlin,0.0,0.2,0.4,0.00,0.00,0.1,1.7,2023-2024,26,ie IRL,Hull City,eng Championship,23,1172,13.0,13,10,22,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.1,1.7,0.0,0.4,0.00,0.00,0.2,60.0,,DF,315eb8f6
5903,Lee Brown,0.0,0.0,0.3,0.00,0.00,0.5,0.7,2023-2024,32,eng ENG,AFC Wimbledon,eng League Two,24,1813,20.1,20,4,13,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.5,0.7,0.0,0.3,0.00,0.00,0.0,16.7,,DF,315f6ae9
5904,Marcus Lindberg,0.0,0.5,1.4,0.00,0.00,2.0,1.5,2023-2024,23,dk DEN,Hvidovre IF,dk Danish Superliga,14,959,10.7,11,3,0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,2.0,1.5,0.0,1.4,0.00,0.00,0.5,33.3,,FWMF,3173e53f
5905,Nabil Bentaleb,0.0,0.1,0.5,0.00,0.00,1.5,1.6,2023-2024,28,dz ALG,Lille,fr Ligue 1,26,1967,21.9,23,3,0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,1.5,1.6,0.0,0.5,0.00,0.00,0.1,20.0,,MF,3189f61a
5906,Rúben Dias,0.0,0.3,0.7,0.00,0.00,0.7,1.1,2023-2024,26,pt POR,Manchester City,eng Premier League,30,2559,28.4,28,2,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,1.1,0.0,0.7,0.00,0.00,0.3,40.0,,DFMF,31c69ef1
5907,Joelson Fernandes,0.0,0.6,2.1,0.00,0.00,0.6,0.5,2023-2024,20,pt POR,Hatayspor,tr Süper Lig,31,1402,15.6,14,17,4,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.6,0.5,0.0,2.1,0.00,0.00,0.6,27.3,,MF,31c7bfaf
5908,Rafa Marín,0.0,0.1,0.5,0.00,0.00,0.7,1.1,2023-2024,21,es ESP,Alavés,es La Liga,33,2443,27.1,27,6,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,1.1,0.0,0.5,0.00,0.00,0.1,23.1,,DF,3239a8ed
5909,Christian Ilić,0.0,0.1,0.8,0.00,0.00,0.6,1.2,2023-2024,27,hr CRO,Dinamo București,ro Liga I,23,1497,16.6,18,5,8,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.6,1.2,0.0,0.8,0.00,0.00,0.1,14.3,,MF,324e4947
5910,Onur Bulut,0.0,0.1,0.3,0.00,0.00,0.8,0.9,2023-2024,29,tr TUR,Beşiktaş,tr Süper Lig,28,2039,22.7,23,5,6,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.8,0.9,0.0,0.3,0.00,0.00,0.1,33.3,,DFMF,32e96d52
5911,Khyzyr Appayev,0.0,0.3,0.7,0.00,0.00,0.3,0.1,2023-2024,33,ru RUS,Fakel Voronezh,ru Russian Premier League,28,2137,23.7,25,3,1,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.3,0.1,0.0,0.7,0.00,0.00,0.3,35.3,,FW,33179518
5912,Jack Tucker,0.0,0.1,0.3,0.00,0.00,0.6,0.7,2023-2024,23,eng ENG,Milton Keynes Dons,eng League Two,16,1342,14.9,15,1,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.7,0.0,0.3,0.00,0.00,0.1,25.0,,DF,332d1480
5913,Luuk Wouters,0.0,0.0,0.5,0.00,0.00,1.0,1.6,2023-2024,24,nl NED,2 Teams,2 Comps,29,2354,26.2,26,3,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.6,0.0,0.5,0.00,0.00,0.0,7.7,,DF,332f99b0
5914,Quentin Bena,0.0,0.2,0.6,0.00,0.00,0.9,1.3,2023-2024,25,fr FRA,Dinamo București,ro Liga I,17,1114,12.4,13,4,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,1.3,0.0,0.6,0.00,0.00,0.2,28.6,,MFDF,33405863
5915,Sergio Reguilón,0.0,0.1,1.0,0.00,0.00,1.8,1.2,2023-2024,26,es ESP,2 Teams,eng Premier League,25,1530,17.0,18,7,5,0.0,0.2,0.2,0.0,0.0,0.0,0.0,1.8,1.2,0.0,1.0,0.00,0.00,0.1,11.8,,DF,3353737a
5916,Massimiliano Mangraviti,0.0,0.1,0.5,0.00,0.00,0.5,0.5,2023-2024,25,it ITA,Brescia,it Serie B,27,2097,23.3,24,3,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.5,0.00,0.00,0.1,25.0,,DF,33914f14
5917,Lewis Travis,0.0,0.2,0.6,0.00,0.00,2.2,1.7,2023-2024,25,eng ENG,2 Teams,eng Championship,29,1519,16.9,16,13,12,0.0,0.1,0.1,0.0,0.0,0.0,0.0,2.2,1.7,0.0,0.6,0.00,0.00,0.2,30.0,,MF,33928d3a
5918,Aske Adelgaard,0.0,0.1,0.7,0.00,0.00,1.7,0.4,2023-2024,19,dk DEN,Odense,dk Danish Superliga,18,1007,11.2,13,5,4,0.0,0.1,0.1,0.0,0.0,0.0,0.0,1.7,0.4,0.0,0.7,0.00,0.00,0.1,12.5,,DF,3397a49f
5919,Ryan Ledson,0.0,0.1,0.3,0.00,0.00,1.7,1.2,2023-2024,25,eng ENG,Preston North End,eng Championship,27,1552,17.2,18,9,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7,1.2,0.0,0.3,0.00,0.00,0.1,20.0,,MF,33a5c9b8
5920,Ayo Obileye,0.0,0.3,1.0,0.00,0.00,0.4,0.4,2023-2024,28,eng ENG,Livingston,sct Scottish Premiership,30,2535,28.2,29,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.0,1.0,0.00,0.00,0.3,27.6,,DF,33bea99b
5921,Clayton Lewis,0.0,0.2,0.9,0.00,0.00,0.9,1.5,2023-2024,26,nz NZL,Macarthur FC,au A-League Men,25,1919,21.3,23,2,0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.9,1.5,0.0,0.9,0.00,0.00,0.2,26.3,,MF,33d0dc95
5922,Tom Flanagan,0.0,0.1,0.4,0.00,0.00,1.3,1.0,2023-2024,31,nir NIR,Shrewsbury Town,eng League One,21,1614,17.9,19,2,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3,1.0,0.0,0.4,0.00,0.00,0.1,25.0,,DF,3419ab84
5923,Syb Van Ottele,0.0,0.4,1.7,0.00,0.00,1.3,1.4,2023-2024,21,nl NED,Heerenveen,nl Eredivisie,26,1429,15.9,15,11,8,0.0,0.1,0.1,0.0,0.0,0.0,0.0,1.3,1.4,0.0,1.7,0.00,0.00,0.4,22.2,,DFMF,341dc28c
5924,Renato Tapia,0.0,0.1,1.3,0.00,0.00,1.8,1.3,2023-2024,28,pe PER,Celta Vigo,es La Liga,21,1337,14.9,15,6,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,1.3,0.0,1.3,0.00,0.00,0.1,5.3,,MFDF,34269bdf
5925,Botond Balogh,0.0,0.1,0.2,0.00,0.00,1.1,1.9,2023-2024,21,hu HUN,Parma,it Serie B,17,1351,15.0,16,1,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,1.9,0.0,0.2,0.00,0.00,0.1,33.3,,DF,348bafd4
5926,Jayden Oosterwolde,0.0,0.1,0.3,0.00,0.00,1.2,0.8,2023-2024,22,nl NED,Fenerbahçe,tr Süper Lig,27,1915,21.3,20,7,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,0.8,0.0,0.3,0.00,0.00,0.1,28.6,,DF,34abb664
5927,Martin Agirregabiria,0.0,0.1,0.3,0.00,0.00,1.3,0.9,2023-2024,27,es ESP,Famalicão,pt Primeira Liga,24,1207,13.4,13,11,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3,0.9,0.0,0.3,0.00,0.00,0.1,25.0,,DF,355c883a
5928,Francesco Di Mariano,0.0,0.1,0.7,0.00,0.00,0.7,0.6,2023-2024,27,it ITA,Palermo,it Serie B,27,1580,17.6,20,7,0,0.0,0.3,0.3,0.0,0.0,0.1,0.1,0.7,0.6,0.0,0.7,0.00,0.00,0.1,7.7,,MFFW,35a2557c
5929,Seniko Doua,0.0,0.2,1.1,0.00,0.00,2.0,1.2,2023-2024,21,ci CIV,Petrolul Ploiești,ro Liga I,21,1728,19.2,20,1,0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,2.0,1.2,0.0,1.1,0.00,0.00,0.2,19.0,,DFMF,35c2a241
5930,Rubén,0.0,0.1,0.7,0.00,0.00,1.4,1.2,2023-2024,22,es ESP,2 Teams,es Segunda División,26,1720,19.1,20,6,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4,1.2,0.0,0.7,0.00,0.00,0.1,7.7,,DF,35d4f151
5931,Sanousi Al Hawsawi,0.0,0.0,0.3,0.00,0.00,1.0,1.2,2023-2024,24,sa KSA,2 Teams,sa Saudi Pro League,28,2248,25.0,27,1,0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,1.0,1.2,0.0,0.3,0.00,0.00,0.0,14.3,,DF,35eed93c
5932,Jeremy Ngakia,0.0,0.1,0.9,0.00,0.00,2.1,1.5,2023-2024,22,,Watford,eng Championship,14,916,10.2,11,3,2,0.0,0.1,0.1,0.0,0.0,0.0,0.0,2.1,1.5,0.0,0.9,0.00,0.00,0.1,11.1,,DF,3631ad41
5933,Toni Leistner,0.0,0.0,0.4,0.00,0.00,1.0,1.8,2023-2024,32,de GER,Hertha BSC,de 2. Bundesliga,24,2014,22.4,23,1,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.8,0.0,0.4,0.00,0.00,0.0,12.5,,DF,364445b2
5934,Ar'jany Martha,0.0,0.1,0.4,0.00,0.00,2.2,2.0,2023-2024,19,cw CUW,2 Teams,2 Comps,32,2504,27.8,29,3,8,0.0,0.1,0.1,0.0,0.0,0.0,0.0,2.2,2.0,0.0,0.4,0.00,0.00,0.1,27.3,,DF,364f602a
5935,Emmanouil Siopis,0.0,0.1,0.3,0.00,0.00,1.3,1.4,2023-2024,29,gr GRE,Cardiff City,eng Championship,42,3282,36.5,38,4,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3,1.4,0.0,0.3,0.00,0.00,0.1,40.0,,MF,36a6f28d
5936,Cameron Norman,0.0,0.1,0.5,0.00,0.00,1.0,0.6,2023-2024,27,eng ENG,Milton Keynes Dons,eng League Two,40,2921,32.5,32,8,3,0.0,0.1,0.1,0.0,0.0,0.0,0.0,1.0,0.6,0.0,0.5,0.00,0.00,0.1,23.5,,MFDF,36b04f86
5937,Ahmed Bamasud,0.0,0.1,0.4,0.00,0.00,1.2,1.2,2023-2024,27,sa KSA,Al-Ittihad,sa Saudi Pro League,15,1000,11.1,12,3,1,0.0,0.2,0.2,0.0,0.0,0.0,0.0,1.2,1.2,0.0,0.4,0.00,0.00,0.1,25.0,,DFMF,36e19e8a
5938,Luis Binks,0.0,0.1,0.2,0.00,0.00,1.2,1.4,2023-2024,21,eng ENG,Coventry City,eng Championship,18,1328,14.8,15,3,26,0.0,0.1,0.1,0.0,0.0,0.0,0.0,1.2,1.4,0.0,0.2,0.00,0.00,0.1,33.3,,DF,36e88fbc
5939,Oliver Hammond,0.0,0.1,0.2,0.00,0.00,0.4,0.1,2023-2024,20,wls WAL,2 Teams,2 Comps,20,1031,11.5,11,9,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.1,0.0,0.2,0.00,0.00,0.1,50.0,,MFFW,3766178e
5940,Kresimir Krizmanic,0.0,0.2,0.4,0.00,0.00,0.9,0.9,2023-2024,23,hr CRO,Gorica,hr Hrvatska NL,29,2203,24.5,25,4,0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.9,0.9,0.0,0.4,0.00,0.00,0.2,40.0,,DF,376dd3af
5941,Stefano Scognamillo,0.0,0.1,0.6,0.00,0.00,0.9,1.2,2023-2024,29,it ITA,Catanzaro,it Serie B,34,3015,33.5,34,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,1.2,0.0,0.6,0.00,0.00,0.1,21.1,,DF,3772ef58
5942,João Escoval,0.0,0.1,0.7,0.00,0.00,0.7,1.0,2023-2024,26,pt POR,Vizela,pt Primeira Liga,19,1371,15.2,16,3,14,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.7,1.0,0.0,0.7,0.00,0.00,0.1,10.0,,DF,37736209
5943,Óscar Melendo,0.0,0.2,0.5,0.00,0.00,0.5,0.3,2023-2024,25,es ESP,Granada,es La Liga,26,1122,12.5,15,11,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.3,0.0,0.5,0.00,0.00,0.2,33.3,,MFFW,379652be
5944,Hevertton Santos,0.0,0.1,0.4,0.00,0.00,1.0,0.9,2023-2024,22,br BRA,Estrela,pt Primeira Liga,29,1972,21.9,23,6,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9,0.0,0.4,0.00,0.00,0.1,22.2,,MFDF,37b15b11
5945,Callum Talbot,0.0,0.2,0.6,0.00,0.00,0.9,0.8,2023-2024,22,au AUS,Melb City,au A-League Men,22,1775,19.7,20,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.8,0.0,0.6,0.00,0.00,0.2,36.4,,DF,37e4f3b3
5946,Ander Capa,0.0,0.1,0.2,0.00,0.00,1.4,1.1,2023-2024,31,es ESP,Levante,es Segunda División,21,1529,17.0,18,3,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4,1.1,0.0,0.2,0.00,0.00,0.1,50.0,,DF,37f1cf47
5947,Aleix Febas,0.0,0.0,0.5,0.00,0.00,1.9,0.5,2023-2024,27,es ESP,Elche,es Segunda División,39,2517,28.0,26,13,3,0.0,0.1,0.1,0.0,0.0,0.0,0.0,1.9,0.5,0.0,0.5,0.00,0.00,0.0,7.7,,MF,38126309
5948,James Clarke,0.0,0.2,0.6,0.00,0.00,0.2,1.3,2023-2024,33,eng ENG,Newport County,eng League Two,25,2106,23.4,24,1,0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.2,1.3,0.0,0.6,0.00,0.00,0.2,30.8,,DF,3830cfa7
5949,Ygor Nogueira,0.0,0.1,0.4,0.00,0.00,1.4,1.6,2023-2024,28,br BRA,Chaves,pt Primeira Liga,21,1653,18.4,20,1,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4,1.6,0.0,0.4,0.00,0.00,0.1,12.5,,DF,38466ef3
5950,Lennon Miller,0.0,0.3,1.1,0.00,0.00,1.3,1.1,2023-2024,16,sct SCO,Motherwell,sct Scottish Premiership,25,1762,19.6,20,5,1,0.0,0.1,0.1,0.0,0.0,0.0,0.0,1.3,1.1,0.0,1.1,0.00,0.00,0.3,23.8,,MF,38d7f638
5951,Tijs Velthuis,0.0,0.1,0.3,0.00,0.00,1.1,0.3,2023-2024,21,nl NED,Sparta Rotterdam,nl Eredivisie,25,1762,19.6,19,6,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,0.3,0.0,0.3,0.00,0.00,0.1,20.0,,DF,3925ee80
5952,Marc Bola,0.0,0.2,0.6,0.00,0.00,1.1,1.8,2023-2024,25,eng ENG,Samsunspor,tr Süper Lig,20,1063,11.8,12,8,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,1.8,0.0,0.6,0.00,0.00,0.2,28.6,,DFMF,3986000d
5953,Moreno Rutten,0.0,0.1,0.1,0.00,0.00,1.2,1.8,2023-2024,30,nl NED,VVV-Venlo,nl Eerste Divisie,26,1690,18.8,22,4,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,1.8,0.0,0.1,0.00,0.00,0.1,100.0,,DF,399d3edb
5954,Amari'i Bell,0.0,0.1,0.1,0.00,0.00,1.6,1.4,2023-2024,29,jm JAM,Luton Town,eng Premier League,21,1720,19.1,21,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,1.4,0.0,0.1,0.00,0.00,0.1,100.0,,DF,399e9474
5955,Callum Connolly,0.0,0.1,0.8,0.00,0.00,1.0,0.8,2023-2024,25,eng ENG,Blackpool,eng League One,21,1388,15.4,15,6,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.8,0.0,0.8,0.00,0.00,0.1,16.7,,DFMF,39ad0b72
5956,Gabriel Suazo,0.0,0.1,0.4,0.00,0.00,1.2,1.0,2023-2024,25,cl CHI,Toulouse,fr Ligue 1,31,2357,26.2,27,4,1,0.0,0.2,0.2,0.0,0.0,0.0,0.0,1.2,1.0,0.0,0.4,0.00,0.00,0.1,30.0,,DFMF,39b326ed
5957,Quilindschy Hartman,0.0,0.2,1.1,0.00,0.00,1.1,1.2,2023-2024,21,nl NED,Feyenoord,nl Eredivisie,26,2070,23.0,26,0,0,0.0,0.2,0.2,0.0,0.0,0.0,0.0,1.1,1.2,0.0,1.1,0.00,0.00,0.2,20.0,,DF,39e1138f
5958,Saïd Bakari,0.0,0.2,0.5,0.00,0.00,2.0,0.9,2023-2024,28,km COM,Sparta Rotterdam,nl Eredivisie,33,2849,31.7,32,1,0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,2.0,0.9,0.0,0.5,0.00,0.00,0.2,35.3,,DF,3a0fbf82
5959,Bart Meijers,0.0,0.0,0.3,0.00,0.00,0.8,1.9,2023-2024,26,nl NED,Petrolul Ploiești,ro Liga I,33,2607,29.0,28,5,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,1.9,0.0,0.3,0.00,0.00,0.0,12.5,,DF,3a2d6f09
5960,Halil Pehlivan,0.0,0.1,0.3,0.00,0.00,1.6,0.7,2023-2024,29,tr TUR,Rizespor,tr Süper Lig,28,1367,15.2,15,13,10,0.0,0.1,0.1,0.0,0.0,0.0,0.0,1.6,0.7,0.0,0.3,0.00,0.00,0.1,25.0,,DF,3a50ff6b
5961,Timofei Margasov,0.0,0.1,0.7,0.00,0.00,1.0,0.9,2023-2024,31,ru RUS,PFC Sochi,ru Russian Premier League,20,954,10.6,10,10,9,0.0,0.1,0.1,0.0,0.0,0.0,0.0,1.0,0.9,0.0,0.7,0.00,0.00,0.1,14.3,,MFDF,3a5ba464
