,,,,,,,,,,,,,,,,,,,,Per 90,Per 90,Per 90,Per 90,Per 90,Per 90,Per 90,Per 90,,,Per 90,Per 90,Per 90,Per 90,Per 90,Per 90,,-additional
,,,,,,,,,,,,,,Playing Time,Playing Time,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,,,,Standard,Standard,Standard,Standard,Standard,Standard,,-9999
Rk,Player,Gls/90,SoT/90,Sh/90,G/Sh,G/SoT,TklW/90,Int/90,Season,Age,Nation,Team,Comp,MP,Min▼,90s,Starts,Subs,unSub,Gls/90,Ast,G+A,G-PK,PK,PKatt,PKm,TklW/90,Int/90,Tkl+Int,Sh/90,G/Sh,G/SoT,SoT/90,SoT%,FK,Pos,-9999
1160,Liam Sercombe,0.3,0.7,1.8,0.13,0.35,0.5,0.7,2023-2024,33,eng ENG,Cheltenham Town,eng League One,45,3337,37.1,40,5,1,0.3,0.1,0.4,0.2,0.1,0.1,0.0,0.5,0.7,0.0,1.8,0.13,0.35,0.7,38.8,,MF,52ca979d
1161,Bryan Zaragoza,0.3,1.1,2.0,0.13,0.22,0.5,0.2,2023-2024,21,es ESP,2 Teams,2 Comps,28,1821,20.2,19,9,6,0.3,0.1,0.4,0.2,0.0,0.0,0.0,0.5,0.2,0.0,2.0,0.13,0.22,1.1,57.5,,MF,a96103b2
1162,Uran Bislimi,0.3,0.8,1.7,0.17,0.35,1.1,0.4,2023-2024,23,ch SUI,Lugano,ch Swiss Super League,34,2125,23.6,28,6,0,0.3,0.3,0.6,0.3,0.0,0.0,0.0,1.1,0.4,0.0,1.7,0.17,0.35,0.8,48.8,,MFFW,f7760f0d
1163,Christian Fassnacht,0.3,0.6,1.7,0.18,0.50,1.5,1.1,2023-2024,29,ch SUI,Norwich City,eng Championship,40,1822,20.2,19,21,4,0.3,0.1,0.4,0.3,0.0,0.0,0.0,1.5,1.1,0.0,1.7,0.18,0.50,0.6,35.3,,MF,0aeeed3f
1164,Vitinha,0.3,0.8,1.9,0.16,0.37,1.0,0.9,2023-2024,23,pt POR,Paris Saint-Germain,fr Ligue 1,28,2126,23.6,23,5,3,0.3,0.2,0.5,0.3,0.0,0.0,0.0,1.0,0.9,0.0,1.9,0.16,0.37,0.8,42.2,,MF,3b029691
1165,Karim Adeyemi,0.3,1.0,2.3,0.13,0.30,1.4,0.3,2023-2024,21,de GER,Dortmund,de Bundesliga,21,913,10.1,10,11,3,0.3,0.1,0.4,0.3,0.0,0.0,0.0,1.4,0.3,0.0,2.3,0.13,0.30,1.0,43.5,,FWMF,501055d8
1166,Victor Edvardsen,0.3,1.2,2.8,0.07,0.16,0.2,0.1,2023-2024,27,se SWE,Go Ahead Eagles,nl Eredivisie,32,1826,20.3,21,11,1,0.3,0.0,0.3,0.2,0.1,0.1,0.0,0.2,0.1,0.0,2.8,0.07,0.16,1.2,43.9,,FW,817f3a14
1167,Sunil Chhetri,0.3,0.9,2.7,0.04,0.13,0.4,0.1,2023-2024,38,in IND,Bengaluru,in Indian Super League,20,1522,16.9,18,2,0,0.3,0.2,0.5,0.1,0.2,0.2,0.1,0.4,0.1,0.0,2.7,0.04,0.13,0.9,34.8,,FW,2a4bbbfa
1168,Jamille Matt,0.3,1.1,2.1,0.14,0.28,0.4,0.4,2023-2024,33,eng ENG,Walsall,eng League Two,38,1522,16.9,18,20,3,0.3,0.1,0.4,0.3,0.0,0.0,0.0,0.4,0.4,0.0,2.1,0.14,0.28,1.1,50.0,,FW,7ce7baa4
1169,Javi Martón,0.3,0.7,1.3,0.24,0.44,0.7,0.1,2023-2024,24,es ESP,2 Teams,2 Comps,20,1218,13.5,16,4,7,0.3,0.0,0.3,0.3,0.0,0.0,0.0,0.7,0.1,0.0,1.3,0.24,0.44,0.7,52.9,,FW,2381eead
1170,Mees Kaandorp,0.3,0.3,1.3,0.23,1.00,0.4,0.3,2023-2024,25,nl NED,Telstar,nl Eerste Divisie,18,914,10.2,9,9,3,0.3,0.1,0.4,0.3,0.0,0.0,0.0,0.4,0.3,0.0,1.3,0.23,1.00,0.3,23.1,,MFFW,24c7e5a5
1171,Simon Elisor,0.3,0.9,2.1,0.14,0.33,0.4,0.1,2023-2024,24,fr FRA,2 Teams,2 Comps,32,2134,23.7,26,6,2,0.3,0.0,0.3,0.3,0.0,0.0,0.0,0.4,0.1,0.0,2.1,0.14,0.33,0.9,42.0,,FW,825ed0d1
1172,Joey Müller,0.3,0.7,1.0,0.29,0.40,0.7,1.3,2023-2024,22,de GER,2 Teams,2 Comps,16,1220,13.6,13,3,0,0.3,0.1,0.4,0.3,0.0,0.0,0.0,0.7,1.3,0.0,1.0,0.29,0.40,0.7,71.4,,DFMF,170ad16a
1173,Jake Hollmann,0.3,0.9,2.3,0.13,0.33,2.5,1.3,2023-2024,21,au AUS,Macarthur FC,au A-League Men,24,1525,16.9,15,9,0,0.3,0.1,0.4,0.3,0.0,0.0,0.0,2.5,1.3,0.0,2.3,0.13,0.33,0.9,38.5,,MFFW,6586dc4c
1174,Alex Gilbey,0.3,0.9,2.2,0.14,0.32,1.0,0.6,2023-2024,28,eng ENG,Milton Keynes Dons,eng League Two,46,3966,44.1,46,0,0,0.3,0.2,0.5,0.3,0.0,0.0,0.0,1.0,0.6,0.0,2.2,0.14,0.32,0.9,43.2,,MFFW,b97f0be7
1175,Cameron Brannagan,0.3,1.1,2.8,0.03,0.07,1.3,1.0,2023-2024,27,eng ENG,Oxford United,eng League One,43,3661,40.7,41,2,0,0.3,0.2,0.5,0.1,0.2,0.2,0.0,1.3,1.0,0.0,2.8,0.03,0.07,1.1,39.1,,MF,9220e731
1176,Kevin De Bruyne,0.3,1.3,3.2,0.09,0.24,0.7,0.2,2023-2024,32,be BEL,Manchester City,eng Premier League,18,1221,13.6,15,3,3,0.3,0.7,1.0,0.3,0.0,0.0,0.0,0.7,0.2,0.0,3.2,0.09,0.24,1.3,38.6,,MF,e46012d4
1177,Rowllin Borges,0.3,0.7,1.7,0.18,0.43,1.4,2.1,2023-2024,31,in IND,Goa,in Indian Super League,16,916,10.2,10,6,3,0.3,0.0,0.3,0.3,0.0,0.0,0.0,1.4,2.1,0.0,1.7,0.18,0.43,0.7,41.2,,MF,a2d43413
1178,Thom van Bergen,0.3,0.7,1.7,0.17,0.44,0.6,0.4,2023-2024,19,nl NED,Groningen,nl Eerste Divisie,36,2443,27.1,28,8,1,0.3,0.2,0.5,0.3,0.0,0.0,0.0,0.6,0.4,0.0,1.7,0.17,0.44,0.7,39.1,,FWMF,8455a7fa
1179,Ablie Jallow,0.3,0.7,1.8,0.11,0.29,0.6,0.8,2023-2024,24,gm GAM,Metz,fr Ligue 1,17,918,10.2,10,7,4,0.3,0.2,0.5,0.2,0.1,0.1,0.0,0.6,0.8,0.0,1.8,0.11,0.29,0.7,38.9,,MFFW,1bc6135b
1180,Florian Neuhaus,0.3,1.2,2.8,0.08,0.19,0.9,1.0,2023-2024,26,de GER,Gladbach,de Bundesliga,25,1224,13.6,15,10,7,0.3,0.1,0.4,0.2,0.1,0.1,0.0,0.9,1.0,0.0,2.8,0.08,0.19,1.2,42.1,,MF,36a59ba4
1181,Léo Baptistão,0.3,0.9,2.4,0.13,0.33,0.8,0.6,2023-2024,30,br BRA,Almería,es La Liga,32,1837,20.4,22,10,1,0.3,0.0,0.3,0.3,0.0,0.0,0.0,0.8,0.6,0.0,2.4,0.13,0.33,0.9,37.5,,FWMF,35f6db55
1182,Nieto,0.3,1.0,2.6,0.06,0.15,0.1,0.1,2023-2024,25,es ESP,2 Teams,es Segunda División,31,1226,13.6,12,19,9,0.3,0.2,0.5,0.1,0.1,0.1,0.0,0.1,0.1,0.0,2.6,0.06,0.15,1.0,36.1,,FW,3afeb49f
1183,Ollie Palmer,0.3,1.1,2.8,0.11,0.26,0.4,0.0,2023-2024,31,eng ENG,Wrexham,eng League Two,39,2146,23.8,25,14,0,0.3,0.1,0.4,0.3,0.0,0.0,0.0,0.4,0.0,0.0,2.8,0.11,0.26,1.1,40.9,,FW,b906ba46
1184,Jean-Ricner Bellegarde,0.3,0.6,1.5,0.20,0.50,0.9,0.9,2023-2024,25,ht HAI,2 Teams,2 Comps,25,1227,13.6,13,12,0,0.3,0.2,0.5,0.3,0.0,0.0,0.0,0.9,0.9,0.0,1.5,0.20,0.50,0.6,40.0,,MFFW,10f0fdd3
1185,Musab Al Juwayr,0.3,0.8,1.4,0.21,0.38,1.2,0.6,2023-2024,20,sa KSA,2 Teams,sa Saudi Pro League,17,921,10.2,11,6,6,0.3,0.2,0.5,0.3,0.0,0.0,0.0,1.2,0.6,0.0,1.4,0.21,0.38,0.8,57.1,,MFFW,62592fc1
1186,Marko Bulat,0.3,1.2,3.2,0.09,0.24,0.9,0.6,2023-2024,21,hr CRO,Dinamo Zagreb,hr Hrvatska NL,23,1228,13.6,13,10,6,0.3,0.2,0.5,0.3,0.0,0.0,0.0,0.9,0.6,0.0,3.2,0.09,0.24,1.2,39.5,,MF,eaeefc50
1187,Takefusa Kubo,0.3,0.9,1.9,0.15,0.33,0.7,0.4,2023-2024,22,jp JPN,Real Sociedad,es La Liga,30,2150,23.9,24,6,4,0.3,0.2,0.5,0.3,0.0,0.0,0.0,0.7,0.4,0.0,1.9,0.15,0.33,0.9,45.7,,FWMF,16aa3654
1188,Edgar Sevikyan,0.3,0.6,1.5,0.16,0.36,0.4,0.2,2023-2024,21,am ARM,2 Teams,2 Comps,30,1536,17.1,19,11,4,0.3,0.1,0.4,0.3,0.0,0.0,0.0,0.4,0.2,0.0,1.5,0.16,0.36,0.6,44.0,,FW,3e8bb8ce
1189,Marley Watkins,0.3,0.9,1.8,0.17,0.32,0.6,0.2,2023-2024,32,wls WAL,Kilmarnock,sct Scottish Premiership,36,2765,30.7,34,2,0,0.3,0.1,0.4,0.3,0.0,0.0,0.0,0.6,0.2,0.0,1.8,0.17,0.32,0.9,51.9,,FW,458d0061
1190,Téji Savanier,0.3,0.9,2.7,0.02,0.07,0.7,1.1,2023-2024,31,fr FRA,Montpellier,fr Ligue 1,32,2765,30.7,32,0,0,0.3,0.2,0.5,0.1,0.2,0.2,0.0,0.7,1.1,0.0,2.7,0.02,0.07,0.9,35.4,,MF,6bde367b
1191,Adel Bettaieb,0.3,1.0,1.7,0.17,0.31,0.6,0.1,2023-2024,26,tn TUN,Poli Iași,ro Liga I,17,1229,13.7,14,3,0,0.3,0.1,0.4,0.3,0.0,0.0,0.0,0.6,0.1,0.0,1.7,0.17,0.31,1.0,56.5,,FWMF,1c0567fc
1192,Tobias Augustinus Jensen,0.3,0.8,1.6,0.19,0.38,0.5,0.8,2023-2024,18,dk DEN,Jong Utrecht,nl Eerste Divisie,19,922,10.2,10,9,15,0.3,0.1,0.4,0.3,0.0,0.0,0.0,0.5,0.8,0.0,1.6,0.19,0.38,0.8,50.0,,FWMF,10ab56d6
1193,Tom Barkhuizen,0.3,0.8,1.8,0.17,0.38,0.8,0.1,2023-2024,30,eng ENG,Derby County,eng League One,37,1845,20.5,19,18,1,0.3,0.3,0.6,0.3,0.0,0.0,0.0,0.8,0.1,0.0,1.8,0.17,0.38,0.8,44.4,,MFFW,9cf7496b
1194,Michael Smith,0.3,0.7,1.5,0.19,0.44,0.4,0.1,2023-2024,31,eng ENG,Sheffield Weds,eng Championship,31,1230,13.7,11,20,5,0.3,0.0,0.3,0.3,0.0,0.0,0.0,0.4,0.1,0.0,1.5,0.19,0.44,0.7,42.9,,FWMF,b93da142
1195,Henri Saivet,0.3,0.5,1.2,0.15,0.33,1.1,0.6,2023-2024,32,sn SEN,Pau FC,fr Ligue 2,32,2461,27.3,27,5,0,0.3,0.1,0.4,0.2,0.1,0.1,0.0,1.1,0.6,0.0,1.2,0.15,0.33,0.5,45.5,,MFFW,f3709655
1196,Robert Mudražija,0.3,0.6,1.5,0.19,0.46,0.7,0.8,2023-2024,26,hr CRO,Lokomotiva,hr Hrvatska NL,28,1846,20.5,24,4,1,0.3,0.2,0.5,0.3,0.0,0.0,0.0,0.7,0.8,0.0,1.5,0.19,0.46,0.6,41.9,,MF,fe85a764
1197,Lucas Cavallini,0.3,0.9,3.1,0.07,0.23,0.7,0.1,2023-2024,30,ca CAN,2 Teams,mx Liga MX,28,1233,13.7,13,15,2,0.3,0.0,0.3,0.2,0.1,0.1,0.0,0.7,0.1,0.0,3.1,0.07,0.23,0.9,31.0,,FW,dd8de641
1198,JJ McKiernan,0.3,0.7,1.6,0.18,0.41,0.8,0.5,2023-2024,21,nir NIR,Morecambe,eng League Two,28,2158,24.0,26,2,2,0.3,0.0,0.3,0.3,0.0,0.0,0.0,0.8,0.5,0.0,1.6,0.18,0.41,0.7,43.6,,MF,28be6141
1199,Parfait Guiagon,0.3,0.7,2.2,0.13,0.43,1.0,0.3,2023-2024,22,ci CIV,Charleroi,be Belgian Pro League,29,1851,20.6,23,6,1,0.3,0.2,0.5,0.3,0.0,0.0,0.0,1.0,0.3,0.0,2.2,0.13,0.43,0.7,30.4,,MFFW,5d8c77cf
1200,Osame Sahraoui,0.3,0.9,2.7,0.11,0.33,0.4,0.4,2023-2024,22,ma MAR,Heerenveen,nl Eredivisie,32,2469,27.4,28,4,0,0.3,0.1,0.4,0.3,0.0,0.0,0.0,0.4,0.4,0.0,2.7,0.11,0.33,0.9,32.0,,MFFW,6f9fa232
1201,Baptiste Guillaume,0.3,0.9,1.4,0.21,0.32,0.4,0.2,2023-2024,28,be BEL,Guingamp,fr Ligue 2,36,2469,27.4,30,6,0,0.3,0.1,0.4,0.3,0.0,0.0,0.0,0.4,0.2,0.0,1.4,0.21,0.32,0.9,64.1,,FWMF,9453d2f4
1202,Anthony Ujah,0.3,1.3,3.3,0.09,0.23,0.1,0.0,2023-2024,32,ng NGA,BTSV,de 2. Bundesliga,23,926,10.3,8,15,1,0.3,0.2,0.5,0.3,0.0,0.0,0.0,0.1,0.0,0.0,3.3,0.09,0.23,1.3,38.2,,FW,99be8fb5
1203,Marko Dabro,0.3,0.7,1.9,0.15,0.43,1.0,0.3,2023-2024,26,hr CRO,Varaždin,hr Hrvatska NL,15,926,10.3,12,3,0,0.3,0.0,0.3,0.3,0.0,0.1,0.1,1.0,0.3,0.0,1.9,0.15,0.43,0.7,35.0,,FW,c033f634
1204,Manfred Ugalde,0.3,1.2,3.3,0.09,0.25,0.5,0.1,2023-2024,21,cr CRC,2 Teams,2 Comps,30,2161,24.0,26,4,0,0.3,0.2,0.5,0.3,0.0,0.0,0.0,0.5,0.1,0.0,3.3,0.09,0.25,1.2,35.4,,FW,30c4aa75
1205,Abdelhamid Sabiri,0.3,1.1,3.0,0.08,0.21,1.1,0.6,2023-2024,26,ma MAR,2 Teams,2 Comps,19,1544,17.2,17,2,1,0.3,0.3,0.6,0.2,0.1,0.1,0.0,1.1,0.6,0.0,3.0,0.08,0.21,1.1,37.3,,MF,4830e0af
1206,Natan Girma,0.3,0.5,2.4,0.12,0.56,1.3,0.8,2023-2024,21,ch SUI,Reggiana,it Serie B,26,1544,17.2,19,7,3,0.3,0.1,0.3,0.3,0.0,0.0,0.0,1.3,0.8,0.0,2.4,0.12,0.56,0.5,21.4,,MFFW,d6532d04
1207,Brugui,0.3,0.6,2.2,0.13,0.50,1.0,0.8,2023-2024,26,es ESP,Levante,es Segunda División,36,1853,20.6,18,18,5,0.3,0.1,0.4,0.3,0.0,0.0,0.0,1.0,0.8,0.0,2.2,0.13,0.50,0.6,26.7,,MFFW,66d0860c
1208,Ermal Krasniqi,0.3,0.9,2.1,0.14,0.32,2.0,0.7,2023-2024,24,xk KVX,2 Teams,ro Liga I,29,1857,20.6,22,7,2,0.3,0.2,0.5,0.3,0.0,0.0,0.0,2.0,0.7,0.0,2.1,0.14,0.32,0.9,43.2,,MFFW,3f33834e
1209,Marten Winkler,0.3,0.7,2.3,0.13,0.42,1.1,0.5,2023-2024,20,de GER,Hertha BSC,de 2. Bundesliga,30,1548,17.2,22,8,0,0.3,0.3,0.6,0.3,0.0,0.0,0.0,1.1,0.5,0.0,2.3,0.13,0.42,0.7,30.8,,MFFW,e0d515ef
1210,Filippo Ranocchia,0.3,0.9,1.9,0.15,0.31,1.7,0.5,2023-2024,22,it ITA,2 Teams,2 Comps,21,1239,13.8,14,7,12,0.3,0.1,0.4,0.3,0.0,0.0,0.0,1.7,0.5,0.0,1.9,0.15,0.31,0.9,50.0,,MF,d9ebed1c
1211,Olivier Ntcham,0.3,0.7,2.4,0.04,0.13,0.3,0.3,2023-2024,27,cm CMR,Samsunspor,tr Süper Lig,27,1860,20.7,19,8,0,0.3,0.0,0.3,0.1,0.2,0.2,0.0,0.3,0.3,0.0,2.4,0.04,0.13,0.7,30.0,,MF,6554bb97
1212,Dominic Calvert-Lewin,0.3,1.3,3.0,0.07,0.16,0.2,0.2,2023-2024,26,eng ENG,Everton,eng Premier League,32,2171,24.1,26,6,0,0.3,0.1,0.4,0.2,0.1,0.1,0.0,0.2,0.2,0.0,3.0,0.07,0.16,1.3,42.5,,FW,59e6e5bf
1213,Troy Deeney,0.3,0.8,2.2,0.10,0.27,0.8,0.2,2023-2024,35,eng ENG,Forest Green Rovers,eng League Two,16,1242,13.8,14,2,0,0.3,0.1,0.4,0.2,0.1,0.1,0.0,0.8,0.2,0.0,2.2,0.10,0.27,0.8,36.7,,FW,82e34b69
1214,Nani,0.3,1.3,2.8,0.10,0.21,0.6,0.3,2023-2024,36,pt POR,Adana Demirspor,tr Süper Lig,28,934,10.4,10,18,1,0.3,0.2,0.5,0.3,0.0,0.0,0.0,0.6,0.3,0.0,2.8,0.10,0.21,1.3,48.3,,MFFW,15e9c7e6
1215,Clément Rodrigues,0.3,0.6,1.8,0.16,0.50,0.2,0.2,2023-2024,22,fr FRA,US Concarneau,fr Ligue 2,22,934,10.4,10,12,1,0.3,0.2,0.5,0.3,0.0,0.0,0.0,0.2,0.2,0.0,1.8,0.16,0.50,0.6,31.6,,FWMF,7a566aa7
1216,Bruno Fernandes,0.3,1.2,2.7,0.06,0.15,1.1,0.7,2023-2024,28,pt POR,Manchester Utd,eng Premier League,35,3118,34.6,35,0,0,0.3,0.2,0.5,0.2,0.1,0.1,0.0,1.1,0.7,0.0,2.7,0.06,0.15,1.2,43.2,,MF,507c7bdf
1217,Nathanael Mbuku,0.3,0.8,2.8,0.07,0.25,1.3,0.5,2023-2024,21,cd COD,2 Teams,2 Comps,19,936,10.4,9,10,5,0.3,0.1,0.4,0.2,0.1,0.1,0.0,1.3,0.5,0.0,2.8,0.07,0.25,0.8,27.6,,MFFW,46750e9c
1218,Eldor Shomurodov,0.3,0.7,2.0,0.14,0.43,0.4,0.4,2023-2024,28,uz UZB,Cagliari,it Serie A,22,936,10.4,10,12,5,0.3,0.3,0.6,0.3,0.0,0.0,0.0,0.4,0.4,0.0,2.0,0.14,0.43,0.7,33.3,,MFFW,57469b2d
1219,Dario Špikić,0.3,0.9,2.5,0.12,0.31,0.8,1.3,2023-2024,24,hr CRO,Dinamo Zagreb,hr Hrvatska NL,28,1248,13.9,13,15,1,0.3,0.2,0.5,0.3,0.0,0.0,0.0,0.8,1.3,0.0,2.5,0.12,0.31,0.9,38.2,,MF,688fcea2
1220,Fernando Madrigal,0.3,0.9,2.7,0.11,0.31,0.7,0.6,2023-2024,31,mx MEX,Tijuana,mx Liga MX,28,1560,17.3,20,8,3,0.3,0.0,0.3,0.3,0.0,0.0,0.0,0.7,0.6,0.0,2.7,0.11,0.31,0.9,34.0,,MF,a51e0948
1221,Romain Del Castillo,0.3,0.6,1.4,0.13,0.29,1.0,0.3,2023-2024,27,fr FRA,Brest,fr Ligue 1,33,2497,27.7,30,3,0,0.3,0.3,0.6,0.2,0.1,0.1,0.0,1.0,0.3,0.0,1.4,0.13,0.29,0.6,43.6,,MFFW,0be95d34
1222,David Datro Fofana,0.3,1.3,2.6,0.11,0.22,0.7,0.1,2023-2024,20,ci CIV,2 Teams,2 Comps,27,1561,17.3,18,9,1,0.3,0.1,0.3,0.3,0.0,0.0,0.0,0.7,0.1,0.0,2.6,0.11,0.22,1.3,51.1,,FW,e82900ef
1223,Pascal Schürpf,0.3,0.6,1.9,0.15,0.50,0.7,0.4,2023-2024,34,ch SUI,Grasshopper,ch Swiss Super League,27,1251,13.9,14,13,2,0.3,0.1,0.4,0.3,0.0,0.0,0.0,0.7,0.4,0.0,1.9,0.15,0.50,0.6,30.8,,MF,61f1f7b3
1224,Simen Bolkan Nordli,0.3,1.2,2.8,0.08,0.20,0.6,0.5,2023-2024,23,no NOR,Randers,dk Danish Superliga,25,1565,17.4,20,5,1,0.3,0.1,0.3,0.2,0.1,0.1,0.0,0.6,0.5,0.0,2.8,0.08,0.20,1.2,40.8,,MF,c33f3864
1225,Mattia Compagnon,0.3,0.9,3.3,0.09,0.33,0.1,0.3,2023-2024,21,it ITA,FeralpiSalò,it Serie B,29,1566,17.4,19,10,3,0.3,0.0,0.3,0.3,0.0,0.0,0.0,0.1,0.3,0.0,3.3,0.09,0.33,0.9,26.3,,FW,270d0d18
1226,Jay O'Shea,0.3,0.6,1.4,0.11,0.29,1.1,1.2,2023-2024,34,ie IRL,Brisbane,au A-League Men,26,2193,24.4,25,1,0,0.3,0.2,0.5,0.2,0.1,0.1,0.0,1.1,1.2,0.0,1.4,0.11,0.29,0.6,40.0,,MF,2100a116
1227,Dušan Tadić,0.3,0.8,1.5,0.08,0.14,0.5,0.3,2023-2024,34,rs SRB,Fenerbahçe,tr Süper Lig,38,3142,34.9,37,1,0,0.3,0.4,0.7,0.1,0.2,0.3,0.1,0.5,0.3,0.0,1.5,0.08,0.14,0.8,52.8,,MF,2475dcc6
1228,Robert Ljubicic,0.3,0.4,0.9,0.08,0.20,0.5,0.7,2023-2024,24,at AUT,2 Teams,2 Comps,27,1257,14.0,12,15,6,0.3,0.1,0.4,0.3,0.0,0.0,0.0,0.5,0.7,0.0,0.9,0.08,0.20,0.4,38.5,,DFMF,99a8ddc9
1229,Maksim Glushenkov,0.3,0.9,2.7,0.10,0.30,0.8,0.4,2023-2024,24,ru RUS,Loko Moscow,ru Russian Premier League,29,2201,24.5,26,3,0,0.3,0.6,0.9,0.3,0.0,0.0,0.0,0.8,0.4,0.0,2.7,0.10,0.30,0.9,34.3,,MFFW,b856aff5
1230,Riley McGree,0.3,0.9,2.4,0.12,0.31,0.9,0.6,2023-2024,24,au AUS,Middlesbrough,eng Championship,22,1258,14.0,14,8,0,0.3,0.1,0.4,0.3,0.0,0.0,0.0,0.9,0.6,0.0,2.4,0.12,0.31,0.9,38.2,,MF,59d61727
1231,Zinédine Machach,0.3,1.0,2.2,0.13,0.29,1.3,0.6,2023-2024,27,fr FRA,Melbourne Victory,au A-League Men,27,2202,24.5,26,1,0,0.3,0.2,0.5,0.3,0.0,0.0,0.0,1.3,0.6,0.0,2.2,0.13,0.29,1.0,44.4,,MFFW,31377e38
1232,Andrej Fábry,0.3,1.1,2.9,0.06,0.14,0.5,0.2,2023-2024,26,sk SVK,UTA Arad,ro Liga I,33,2204,24.5,29,4,0,0.3,0.2,0.4,0.2,0.1,0.1,0.0,0.5,0.2,0.0,2.9,0.06,0.14,1.1,39.4,,MF,ed8460a6
1233,Delano Burgzorg,0.3,1.0,2.2,0.11,0.24,0.3,0.3,2023-2024,24,sr SUR,Huddersfield Town,eng Championship,33,2206,24.5,25,8,1,0.3,0.1,0.4,0.2,0.0,0.0,0.0,0.3,0.3,0.0,2.2,0.11,0.24,1.0,45.5,,FWMF,05e2d5ea
1234,Mykhailo Mudryk,0.3,0.7,2.0,0.14,0.42,0.7,0.5,2023-2024,22,ua UKR,Chelsea,eng Premier League,31,1576,17.5,18,13,4,0.3,0.1,0.4,0.3,0.0,0.0,0.0,0.7,0.5,0.0,2.0,0.14,0.42,0.7,34.3,,MF,049a888d
1235,Gabriel Sara,0.3,0.6,2.2,0.13,0.45,1.2,0.7,2023-2024,24,br BRA,Norwich City,eng Championship,46,4101,45.6,46,0,0,0.3,0.3,0.5,0.3,0.0,0.0,0.0,1.2,0.7,0.0,2.2,0.13,0.45,0.6,28.7,,MF,135d500d
1236,Abel Ruiz,0.3,0.8,2.1,0.14,0.35,0.3,0.2,2023-2024,23,es ESP,Braga,pt Primeira Liga,30,1895,21.1,19,11,2,0.3,0.1,0.4,0.3,0.0,0.0,0.0,0.3,0.2,0.0,2.1,0.14,0.35,0.8,38.6,,FW,6cbf8d0d
1237,Efrain Alvarez,0.3,0.8,2.1,0.14,0.38,0.7,0.1,2023-2024,21,mx MEX,Tijuana,mx Liga MX,18,948,10.5,10,8,7,0.3,0.5,0.8,0.3,0.0,0.0,0.0,0.7,0.1,0.0,2.1,0.14,0.38,0.8,36.4,,MFFW,3cd08ab7
1238,Gonçalo Gregório,0.3,0.7,2.1,0.12,0.38,0.5,0.1,2023-2024,28,pt POR,Dinamo București,ro Liga I,37,2212,24.6,25,12,2,0.3,0.1,0.4,0.2,0.0,0.0,0.0,0.5,0.1,0.0,2.1,0.12,0.38,0.7,30.8,,FW,6b56715c
1239,Queensy Menig,0.3,0.2,0.6,0.25,0.67,0.2,0.1,2023-2024,27,nl NED,2 Teams,2 Comps,26,1265,14.1,14,12,4,0.3,0.1,0.4,0.3,0.0,0.0,0.0,0.2,0.1,0.0,0.6,0.25,0.67,0.2,37.5,,MF,1264796e
1240,Nikolay Komlichenko,0.3,1.1,2.9,0.07,0.20,0.4,0.1,2023-2024,28,ru RUS,Rostov,ru Russian Premier League,25,1265,14.1,11,14,0,0.3,0.1,0.4,0.2,0.1,0.1,0.0,0.4,0.1,0.0,2.9,0.07,0.20,1.1,36.6,,FW,d2a69aad
1241,Roko Baturina,0.3,0.7,1.6,0.18,0.43,0.1,0.0,2023-2024,23,hr CRO,2 Teams,2 Comps,27,949,10.5,10,17,9,0.3,0.0,0.3,0.3,0.0,0.0,0.0,0.1,0.0,0.0,1.6,0.18,0.43,0.7,41.2,,FW,c432ba7d
1242,Mateo Retegui,0.3,0.9,2.6,0.10,0.26,0.4,0.0,2023-2024,24,it ITA,Genoa,it Serie A,29,2216,24.6,26,3,1,0.3,0.1,0.4,0.2,0.0,0.0,0.0,0.4,0.0,0.0,2.6,0.10,0.26,0.9,36.5,,FW,e7695e6c
1243,Pablo Pagis,0.3,0.9,2.1,0.13,0.31,1.3,0.7,2023-2024,20,fr FRA,2 Teams,2 Comps,19,1267,14.1,16,3,10,0.3,0.1,0.4,0.3,0.0,0.0,0.0,1.3,0.7,0.0,2.1,0.13,0.31,0.9,43.3,,MF,7d827b4f
1244,Emmanuel Sabbi,0.3,0.6,1.8,0.10,0.27,1.1,1.1,2023-2024,25,us USA,Le Havre,fr Ligue 1,30,1584,17.6,18,12,2,0.3,0.1,0.3,0.2,0.1,0.1,0.0,1.1,1.1,0.0,1.8,0.10,0.27,0.6,35.5,,MFFW,2e1b7c83
1245,Giacomo Raspadori,0.3,1.4,3.5,0.08,0.21,0.6,0.2,2023-2024,23,it ITA,Napoli,it Serie A,37,1584,17.6,14,23,0,0.3,0.2,0.5,0.3,0.0,0.1,0.1,0.6,0.2,0.0,3.5,0.08,0.21,1.4,39.3,,FW,6e058f06
1246,Oumar Diakité,0.3,0.7,2.0,0.14,0.42,0.7,0.4,2023-2024,19,ci CIV,Reims,fr Ligue 1,28,1585,17.6,18,10,2,0.3,0.1,0.3,0.3,0.0,0.1,0.1,0.7,0.4,0.0,2.0,0.14,0.42,0.7,33.3,,FW,44435c8f
1247,Ercan Kara,0.3,1.0,3.0,0.06,0.18,0.7,0.3,2023-2024,27,at AUT,Samsunspor,tr Süper Lig,23,951,10.6,8,15,4,0.3,0.0,0.3,0.2,0.1,0.1,0.0,0.7,0.3,0.0,3.0,0.06,0.18,1.0,34.4,,FWMF,540c9a17
