metric,mean,std,min,max
RMSE,2689729.1074971827,598463.8540831559,1906870.7081334752,4048158.8241254827
MAE,1004180.6892690449,120123.74525261673,840647.1945104888,1208012.1561220323
R2,0.9396518545174987,0.019052997245877005,0.8903125703608281,0.9618060486494122
Accuracy@10%,30.779569892473123,1.8766664629155763,26.370967741935488,33.5483870967742
Accuracy@20%,55.89784946236559,2.4437834799432547,51.20967741935484,58.387096774193544
Mean Percentage Error,3.0835853096964243,2.388145001485125,-1.3138783426453833,6.996106967446682
MAPE,22.30030422553615,0.833162696048985,21.46835746310726,24.301555322403733
boosted_meta_weight,0.9557201648507451,0.054015897582778756,0.8508451355715861,0.9994769751162962
neural_meta_weight,0.04427983514925495,0.05401589758277876,0.0005230248837037823,0.14915486442841394
