metric,mean,std,min,max
RMSE,2681491.627199283,619656.0312166587,1845758.2787390123,4066638.223144739
MAE,1000504.7606158874,120902.49538951511,850512.9726617103,1221605.1967451568
R2,0.9402626723009947,0.01881852407874708,0.8907150898650898,0.9599632426670289
Accuracy@10%,30.76344086021506,1.9166389283653256,25.725806451612904,33.306451612903224
Accuracy@20%,55.87096774193549,2.7419693681831494,48.70967741935484,59.193548387096776
Mean Percentage Error,3.1753086560338653,2.390127539270972,-1.1028244455405078,6.783069572515787
MAPE,22.3225302356755,0.8242674820561481,21.429488130811478,24.30517036619814
boosted_meta_weight,0.9567557232550806,0.05327452916602602,0.8531846344001339,0.999491394215874
neural_meta_weight,0.043244276744919444,0.053274529166026,0.0005086057841260279,0.14681536559986616
