metric,mean,std,min,max
RMSE,2487878.7956146654,456472.3555910241,1853664.6478681716,3360709.4507099157
MAE,1003489.7925841144,113330.04718651257,867255.7571519209,1246630.085815766
R2,0.9468871615380825,0.019127389514894323,0.9035587065114287,0.9706215054952327
Accuracy@10%,29.612903225806456,1.7444085533870128,25.645161290322584,31.693548387096776
Accuracy@20%,54.473118279569896,2.4800127634895364,47.5,57.90322580645161
Mean Percentage Error,3.4975093534035193,2.2715999747818705,-0.4584225617301974,7.111813808407373
MAPE,23.23866539849586,1.1221308685496048,21.93474318722757,26.641350232869677
boosted_meta_weight,0.957827021296558,0.05348630428791857,0.8310516927549441,0.9995415662826521
neural_meta_weight,0.04217297870344198,0.05348630428791856,0.00045843371734778475,0.16894830724505594
