RMSE,MAE,R2,Accuracy@10%,Accuracy@20%,Mean Percentage Error,MAPE,run,boosted_meta_weight,neural_meta_weight
1853664.6478681716,886198.0863298491,0.9706215054952327,31.61290322580645,56.53225806451613,4.697063143538285,22.240945487029915,1,0.9940982713756393,0.005901728624360672
2014085.0401915521,909615.8336944468,0.9576969244976566,28.225806451612907,53.387096774193544,2.8289751540462222,23.51118461133896,2,0.9578350131166969,0.042164986883303
2248805.7183316136,950578.4715615234,0.9265952010584821,28.467741935483872,52.903225806451616,4.733562417152274,24.06768967899865,3,0.9972519275611551,0.0027480724388448375
3024492.140238728,1246630.085815766,0.9148009243562604,27.09677419354839,47.5,0.49770588946011446,26.641350232869677,4,0.8310516927549441,0.16894830724505594
2122245.8019622657,908035.2156008028,0.9507770363980974,29.274193548387096,54.35483870967742,3.3414469901644552,23.202313161036805,5,0.9626250670772967,0.03737493292270325
2671890.9374747965,1048032.9940400729,0.9602500410984508,31.129032258064516,54.91935483870968,7.111813808407373,23.616924648595873,6,0.9871107574551128,0.01288924254488718
2280635.040925206,970666.0429448052,0.960828078028865,29.919354838709676,54.91935483870968,6.73535036408156,23.281762235279775,7,0.9993223185274963,0.0006776814725037295
2807132.140480654,1133415.0667517278,0.9430356274232229,29.758064516129036,54.91935483870968,1.8342772828536853,22.961710955961305,8,0.9071039196795301,0.09289608032046992
2387394.635402743,911137.3748337927,0.9575135716699678,30.161290322580648,57.25806451612904,5.400287087875193,22.784777352775716,9,0.9995415662826521,0.00045843371734778475
3283650.71394101,1115175.4095872038,0.9410552230237387,28.79032258064516,53.46774193548387,-0.4584225617301974,23.248295598804418,10,0.8794615061774602,0.12053849382253971
2514281.286816086,972543.8585596354,0.9423949563935738,31.693548387096776,57.90322580645161,3.347884557732127,21.93474318722757,11,0.9791950722187792,0.02080492778122082
2280915.915886564,985099.683885359,0.959790942040358,29.919354838709676,55.16129032258065,5.025395780432261,23.191960068416947,12,0.9985443409129618,0.0014556590870382097
2400599.4153210865,986017.5822598457,0.9665272521398898,31.209677419354836,55.564516129032256,3.2895689704556523,21.953432551055368,13,0.981351609047217,0.01864839095278299
2067679.048669583,867255.7571519209,0.9478614329360123,31.290322580645164,55.96774193548387,3.9839879118439154,22.543000771933823,14,0.9970825688402392,0.002917431159760818
3360709.4507099157,1161945.4257449678,0.9035587065114287,25.645161290322584,52.33870967741936,0.09374350473985364,23.399890436113125,15,0.8958296884211892,0.10417031157881076
