full_name,position_group,actual_value,predicted_value,boosted_meta_pred,neural_meta_pred,abs_pct_error
Nikolaos Athanasiou,DEF,1150000.0000000005,1689691.9434483654,1694799.7862727034,1115149.9600451365,46.92973421290128
Reda Laalaoui,MID,787499.9999999994,601924.3906906851,598082.556684227,1453417.5021906095,23.56515673769072
Tjaronn Chery,MID,950000.0000000008,820793.5608255804,824955.1917513424,409110.62115256465,13.60067780783372
Joe Rothwell,MID,2250000.000000001,1868525.2719837266,1873113.5135235651,1333085.336957914,16.95443235627885
Darko Churlinov,MID,1550000.0000000012,1626292.0219690655,1652487.4878744802,180209.53586430312,4.92206593348802
Zié Ouattara,DEF,775000.0000000007,1137612.135516931,1131999.0002928802,2247733.514350734,46.78866264734582
Juan Manuel García,FWD,825000.0000000006,1365212.2567064676,1365297.1269232766,1353577.9318377464,65.48027354017776
Eddy Sylvestre,MID,662499.9999999998,576352.7798291518,579181.1851885897,293753.3682730713,13.003353988052528
Philippe Rommens,MID,2550000.0,1739344.1297909445,1747391.7596606335,921251.4426281259,31.790426282708058
Joe Worrall,DEF,3299999.9999999986,3987323.515056156,3959650.5463653672,10401514.695649488,20.827985304732056
Chemsdine Talbi,MID,12249999.999999987,23339466.09197763,23379533.96634769,18430280.24810784,90.52625381206248
Khalis Merah,MID,4700000.000000004,3896395.626552433,3887350.478203951,5365691.217604764,17.097965392501496
Filippo Bandinelli,MID,2000000.0000000016,1582144.108223207,1583393.8679037807,1419169.6585150938,20.89279458883971
Gvidas Gineitis,MID,2349999.999999999,3474721.0981300566,3441911.8261279734,12828377.93186943,47.860472260853534
True Grant,GK,487499.9999999996,293680.69541173073,292087.45138834923,621059.7711764838,39.757806069388515
Dorukhan Toköz,DEF,1550000.0000000012,1621730.0847127913,1552063.620972427,684412208.3585716,4.627747400825164
Jan Bednarek,DEF,15000000.00000001,11186828.261667164,11052895.800124949,58731727.8133978,25.421144922218954
Mark Gillespie,GK,139999.9999999999,192069.20462848266,192094.9975269529,188551.01481149535,37.19228902034485
Matthias Köbbing,GK,77500.00000000006,149325.780014782,148229.6445137518,411772.41687643406,92.67842582552503
Uroš Radaković,DEF,775000.0000000007,767899.1121303744,769313.9801835935,595988.9983164846,0.91624359608081
Daouda Weidmann,MID,1299999.9999999993,1334283.5570524186,1334933.5005735208,1247757.1464247964,2.637196696339947
Matte Smets,DEF,14250000.000000017,15646495.270586425,15553585.824529368,35523894.04038946,9.79996681113268
Mor Ndiaye,MID,587500.0000000002,596183.7149935028,599541.495809273,275150.5425849824,1.4780791478302284
Jack Vale,MID,649999.9999999995,641670.3018493806,643578.0879181897,426388.60429817054,1.2814920231721445
Gianluca Prestianni,MID,7199999.9999999935,4288536.812627256,4310585.205088343,2116865.5420380183,40.43698871351028
Mohamed Daramy,MID,6849999.999999996,4948326.361162204,4954982.190460953,4112335.7083155727,27.761658961135666
Moritz-Broni Kwarteng,MID,1249999.999999999,1305937.285843326,1307234.5917762902,1139082.8019594508,4.474982867466159
Kiril Despodov,MID,6749999.999999997,6571236.907651529,6553105.31493628,9612902.119213525,2.648342108866201
Callum Hudson-Odoi,MID,24500000.000000007,23575318.48995406,23471719.50339854,43229893.6200598,3.7742102450854915
Mamadou Fall,MID,1200000.0000000005,1247810.855286666,1263050.6596001207,234596.43676634738,3.984237940555456
Patrick Roberts,MID,2800000.000000002,2908116.0983598083,2895113.2388414843,5389564.113226916,3.8612892271359422
Tom Bradbury,DEF,237499.99999999983,278266.4120834276,274485.6417620326,1829829.301581322,17.164805087759074
Kaan Kairinen,MID,3850000.0000000005,4516151.304298806,4475112.144859607,15870517.559512997,17.302631280488452
Fabijan Buntić,GK,600000.0000000003,525143.8604834381,525752.5110649946,447732.7227339097,12.476023252760363
Franco Mastantuono,MID,36000000.000000045,33181579.020800494,32637258.26766826,323498465.4687506,7.828947164443188
Filippo Delli Carri,DEF,950000.0000000008,1175153.8796800168,1177820.6909390565,860124.6796719749,23.700408387370082
Dion Malone,DEF,82500.00000000001,129644.75468806532,128105.7586851841,671085.6399576355,57.1451571976549
Sefer Emini,MID,1050000.0000000007,1080696.3495717086,1089183.8003147445,368088.73843452614,2.9234618639721783
Mikey Moore,MID,11500000.000000019,9138482.172954122,9170084.440769177,5681486.319343478,20.534937626486027
Giovanni Daffara,GK,850000.0000000005,925952.1288145579,922427.9774215836,1565266.728664235,8.935544566418518
Daouda Guindo,DEF,1849999.9999999995,1380638.8550541196,1389867.9348349904,551726.3046223811,25.3708726997773
Panos Katseris,DEF,2449999.9999999995,2162888.741333352,2170887.2068440905,1301156.3259963705,11.718826884352966
Ivor Pandur,GK,2100000.000000001,2078843.1835156856,2081264.41721623,1771016.9832866474,1.0074674516340625
Benoit Nyssen,DEF,712500.0000000002,809172.6212314528,819737.9293239277,135642.73893969433,13.568087190379302
Benito Raman,MID,2150000.0,2334092.502570717,2322268.6774277794,4696505.950629321,8.562441980033354
Dario Melnjak,DEF,1737499.9999999995,1100471.8742085486,1096604.8932469422,1786704.4400199517,36.66348925418424
Dylan Wells,MID,162500.00000000012,189414.77800412674,189200.30484294507,221387.9316873723,16.562940310231756
Simone Colombi,GK,230000.0000000001,304994.07575858856,304001.577876751,477727.1767416773,32.606119895038454
Maxime Delanghe,GK,1400000.0000000007,931640.1643882057,932788.7121522906,786286.8381410252,33.454273972271054
Davide Zappacosta,DEF,7249999.999999998,7706937.412722653,7667720.33019481,15556472.833166176,6.3025850030710995
Téji Savanier,MID,6250000.000000005,2818237.697625041,2811672.917190546,3885244.583363371,54.90819683799938
Marius Wolf,DEF,3299999.9999999986,4094103.6223122333,4078734.721927888,6871219.71001459,24.06374613067379
Ruben van Bommel,MID,10750000.000000006,10555666.557781795,10563490.843038835,9531956.95938838,1.807752950867074
Ignacio Pussetto,FWD,2050000.000000001,1617222.1482003774,1623181.4137265175,974651.8987618882,21.111114721932847
Roman Květ,MID,1600000.0000000012,1673486.3566675123,1693153.0867086945,335003.50597218086,4.592897291719444
Oscar Vilhelmsson,FWD,2150000.0,2029628.3686441015,2053652.270035407,401644.1444837392,5.5986805281813234
Japhet Sery Larsen,DEF,1699999.9999999988,1460611.4040618008,1468278.1921247789,710407.0377770518,14.08168211401166
Lorenzo Pellegrini,MID,22750000.000000004,19735283.50113292,19517218.231634676,91114926.49203819,13.251501093921245
William Martin,MID,437499.9999999996,398440.5843067955,394311.8103568995,1671770.681497275,8.927866444160944
Mike-Steven Bähre,MID,537500.0000000003,709688.0566474246,709483.282512165,738452.1203884544,32.0349872832417
Joe Hilton,GK,185000.00000000006,155907.20579697718,154928.5805440931,370987.28606388206,15.725834704336684
Oumar Diakité,FWD,5250000.0,6385712.607566838,6381189.412326051,7040064.757832561,21.632621096511205
Denzel Dumfries,DEF,31999999.999999955,32944341.703508485,32730768.01549172,80661096.11538212,2.9510678234641596
Marius Funk,GK,449999.99999999994,456372.66171913216,455889.3424422723,528050.2657716263,1.416147048696048
Andriy Lunin,GK,24749999.999999993,19026064.519824278,19157629.197755367,7367398.304222035,23.127012041114007
Ohi Omoijuanfo,MID,1200000.0000000005,611156.2726285026,603896.5754851435,3166991.2886393066,49.07031061429147
Arturo Vidal,MID,600000.0000000003,281333.16725584946,284618.1944155512,56897.8327727608,53.11113879069178
Brandon Khela,MID,537500.0000000003,727725.9502149438,725687.3023672769,1070786.8156851057,35.39087445859412
Vetle Dragsnes,DEF,1050000.0000000007,1034824.3083628096,1036473.6618276249,831081.4083044026,1.4453039654467712
Liam Delap,FWD,31999999.999999955,37410739.42027464,36814901.43350765,341160705.81343216,16.908560688358406
Dennis Borkowski,MID,725000.0000000006,553481.2952853263,555596.6588584317,327355.0904378213,23.657752374437813
Koen Van Langendonck,GK,139999.9999999999,203307.76255690717,201681.53563058723,614243.2637066256,45.21983039779092
Calvin Ramsay,DEF,3249999.9999999986,1159149.9206177676,1168284.6898443333,393362.7859667238,64.33384859637637
Lucas Pirard,GK,462500.00000000006,460629.395322156,460229.1235561102,519195.87935738004,0.4044550654797915
Dennis Johnsen,MID,1600000.0000000012,2319672.3888350874,2340728.147237955,668564.4623226115,44.97952430219286
Jorge Grant,MID,612499.9999999997,590529.3409980672,598310.1157064781,97403.09590903735,3.5870463676624476
Dimitri Bisoli,MID,1699999.9999999988,1543754.2898006889,1562930.3732877767,282121.92825080466,9.190924129371183
Mika Godts,MID,13750000.000000024,11646285.091847276,11735301.074703725,4082437.9378256085,15.29974478656541
Stijn van Gassel,GK,999999.9999999997,836187.4405908942,837419.649599328,682746.0936163792,16.38125594091055
Lion Lauberbach,FWD,1575000.0000000002,2561202.6060515684,2569678.0821628403,1625208.9893521527,62.61603847946464
Arkadiusz Milik,FWD,6749999.999999997,9434488.67318953,9366071.962214608,25697657.267651055,39.77020256577087
Michalis Kosidis,FWD,899999.9999999995,1121253.816830693,1121664.9652614566,1066063.707945798,24.583757425632623
Marco Rente,DEF,1150000.0000000005,1111411.5625853958,1105533.2212123328,2306518.5331146414,3.3555162969221466
Naby Keïta,MID,2100000.000000001,2129368.034472062,2143057.951441201,881199.7961876934,1.3984778320028972
Tony Yogane,MID,462500.00000000006,495553.1143010539,494390.8953964749,684674.4041605555,7.14661930833597
Tyler Dibling,MID,19499999.99999998,18428753.296115007,18532270.3601774,8522693.252945758,5.49357284043577
Jeriel Dorsett,DEF,499999.99999999977,599611.6291569589,592969.1937300004,2779276.467917485,19.922325831391834
Bradley Mazikou,DEF,1050000.0000000007,960716.9544733372,979047.6667220461,71203.00738497966,8.50314719301557
Eric Dier,DEF,8750000.000000007,10351659.321799396,10143366.04994433,169977398.94273043,18.304677963421565
Burak İnce,MID,637500.0000000003,714523.8515554566,722981.60378838,141391.27798359824,12.082172793012745
Eberechi Eze,MID,56749999.99999994,57881857.28993079,56914918.93596321,588602859.6051276,1.994462184900179
Mikael Anderson,MID,1800000.000000001,2101065.7055746983,2122991.421233299,503170.33748872596,16.72587253192762
Jamie Brandon,DEF,337500.00000000006,354309.2410246085,366659.8733983128,3166.0445537827604,4.980515859143239
Mounaïm El Idrissy,MID,825000.0000000006,972553.2046770853,964506.2777557874,3052733.7995637353,17.88523693055571
Nelson Weiper,MID,6950000.000000006,4898626.340819448,4908280.396765798,3735551.484045855,29.516167757993607
Marvin Çuni,FWD,1249999.999999999,1320643.998078344,1333188.309166556,359357.2745620367,5.651519846267592
Patrick van Aanholt,DEF,625000.0000000002,693517.5272351919,690387.7921672957,1292702.1615044104,10.962804357630663
Sékou Mara,FWD,4150000.000000003,2989885.961271999,3024959.5310074533,600254.8990723907,27.954555150072363
Rodrigo Zalazar,MID,19499999.99999998,20065922.263416547,20244610.83530467,5920608.127428299,2.9021654534182897
Dodi Lukébakio,MID,26250000.00000004,27789855.18747802,27429782.551536214,167366622.51764405,5.866114999916104
Farès Ghedjemis,MID,899999.9999999995,1130862.434812727,1123909.5191343094,2643403.6689825426,25.651381645858613
Jamie Sterry,DEF,324999.9999999999,424604.5722633747,427466.40003601095,168399.61155579452,30.647560696423028
Cher Ndour,MID,3900000.000000001,4242039.157740055,4226361.9335926855,7062443.789981625,8.770234813847528
Jordan Ferri,MID,2712500.0000000023,1344903.322684851,1352923.6883387167,593172.001490692,50.4183106844295
Liam Shephard,DEF,205000.0,237809.89460931052,240469.11348251862,51444.47806698895,16.00482663868806
Jean-Luc Dompé,MID,3750000.0000000023,4088650.45027459,4099731.05727875,2816815.1594140907,9.030678673988996
Hamza Güreler,DEF,674999.9999999998,1223402.6190311676,1220083.759801333,1778251.9909667624,81.24483244906193
Filippo Melegoni,MID,1024999.9999999995,735738.8859864302,736022.8976413364,697665.4805014788,28.220596489128724
Furkan Bayır,DEF,1699999.9999999988,938215.6319339294,944647.3643296123,366279.0489084804,44.810845180357056
Marvin Obuz,MID,950000.0000000008,983947.9737719942,989939.6396982165,426559.589368131,3.5734709233677253
Mike Vestergård,MID,399999.9999999999,479679.36875273637,482286.90300548094,227406.91983127326,19.919842188184127
Merlin Röhl,MID,12750000.000000002,11091652.16602311,11578953.164503897,29796.18100861998,13.006649678250138
Vanja Milinković-Savić,GK,16500000.000000013,13975626.972976554,13937608.439581878,20335131.503949642,15.29923046680883
Lewis Baker,MID,2000000.0000000016,1970325.614710755,1955904.8054328987,5417045.413727749,1.483719264462333
Jop Tijink,DEF,212500.00000000017,242657.02161819825,241504.18248649163,467448.50574659696,14.191539585034379
Ebube Duru,DEF,324999.9999999999,398320.9779173904,396434.2180333367,765818.9686039927,22.56030089765863
Alberto Dossena,DEF,4250000.000000002,6168322.376119606,6178129.468296083,4956544.469761546,45.13699708516714
Caleb Okoli,DEF,5950000.000000001,4200970.144530468,4214251.234503675,2720321.76901271,29.39545975579047
Alexandros Katranis,DEF,775000.0000000007,995594.2127344059,991062.3821089857,1865814.7159032964,28.463769385084515
Ferland Mendy,DEF,15000000.00000001,24866298.500270512,24594221.829849303,113092095.81814636,65.77532333513665
Ludovit Reis,MID,4550000.0,3291740.846440763,3351219.2302256394,279701.39484165254,27.654047330972237
Thomas Kristensen,DEF,6950000.000000006,4657103.674567931,4653450.665827108,5188413.842664002,32.99131403499385
Romain Faivre,MID,6999999.999999995,8338933.863587038,8312929.9145745225,12819023.371275166,19.127626622672047
Ilias Sebaoui,MID,1899999.9999999993,1665613.8989070437,1668801.5606738937,1280129.7695208767,12.33611058383977
Gaëtan Coucke,GK,1899999.9999999993,840414.1132605129,840095.4263812246,885463.728598352,55.767678249446675
Boško Šutalo,DEF,2150000.0,1796254.4701397421,1770823.9245576719,12791462.716919271,16.453280458616646
Emanuel Mammana,DEF,4349999.999999996,4290325.145295281,4329105.585203337,1242963.4366266562,1.3718357403382841
Gabriel Gudmundsson,DEF,13249999.99999999,13680533.231849762,13952958.839049626,906041.688225495,3.2493074101869532
Sindre Walle Egeli,MID,1575000.0000000002,2511657.71951544,2513488.3423922607,2271941.4154323973,59.4703313978057
Stefan de Vrij,DEF,12249999.999999987,10850289.989570932,10823979.514670726,15156681.05684101,11.426204166767805
Tidiam Gomis,MID,3249999.9999999986,6339225.185870191,6353546.564293552,4646319.027598409,95.05308264215981
Andy Nájar,DEF,1050000.0000000007,1828308.7318992154,1873814.1299788686,61956.38488872224,74.12464113325849
Kaito Mizuta,MID,712500.0000000002,834319.2201782913,841406.6480461427,260348.27351995633,17.097434410988217
Jing Reec,FWD,299999.99999999977,298645.83680938144,296965.1821756894,649515.0889386043,0.451387730206111
Chidera Ejuke,MID,7500000.000000002,10764179.696766298,10958954.909254786,911457.7817446562,43.52239595688394
Adama Traoré,DEF,175000.00000000012,131703.56523773586,131890.65479447658,108323.21310701944,24.740819864150986
Svenn Crone,DEF,512499.9999999997,473544.8702470731,478197.5723561674,123241.8044927542,7.601000927400314
Mathias Delorge,MID,7750000.000000002,5312986.977730062,5274753.901269139,14360335.108166292,31.44532931961212
Jan-Carlo Simić,DEF,4300000.000000002,4048106.0194669156,4056919.730110602,3000629.320749715,5.857999547281072
Liel Abada,MID,5800000.0,4963927.836195368,5002994.06462778,1686962.4091001507,14.415037306976409
Josh Vickers,GK,499999.99999999977,549845.8466924912,547230.1298246115,1060130.8741846613,9.969169338498292
Antoine Griezmann,MID,15749999.999999972,16371575.402872546,16351202.88509921,19433033.187626623,3.946510494429046
Jan Oblak,GK,30999999.999999978,22643586.301652905,22507139.571214627,52039192.07726378,26.95617322047445
Florent Muslija,MID,2649999.999999999,2970804.389321394,2963377.7792425994,4193072.2098962083,12.105826012128107
Sebastiano Esposito,MID,8249999.9999999935,10834543.302729517,10852076.993756464,8672156.47097003,31.32779760884274
Riccardo Tonin,FWD,412500.00000000006,506959.0090244914,508462.3071224367,337235.55019390536,22.899153702906993
Ahmet Oğuz,DEF,925000.0000000007,936128.2887948719,936352.1451041516,905814.1383943714,1.2030582480941814
Giovanni van Zwam,DEF,612499.9999999997,603985.4065252569,601684.5089883264,1021502.0963970697,1.390137710162078
Christopher Trimmel,DEF,899999.9999999995,999727.769611443,1005293.8925065864,465485.7420362965,11.080863290160396
Jorrel Hato,DEF,31999999.999999955,44578477.700666785,44984177.930642486,12806594.459750704,39.3077428145839
Kasper Jørgensen,DEF,974999.9999999999,1350494.6587623656,1351926.3113594456,1167190.0391793754,38.51227269357597
Ali Sowe,FWD,1699999.9999999988,1778117.9506493164,1792709.0360941251,577187.5449939215,4.5951735676069205
Sam Karssies,GK,262500.00000000023,277947.72067872225,278900.43552759977,173526.8953301573,5.884845972846478
Joe Bryan,DEF,1600000.0000000012,1641029.126841402,1641597.6443177531,1564608.437198863,2.564320427587545
Mattia Felici,DEF,1949999.999999999,3346624.682496456,3361819.707295125,1793672.1651822564,71.62177858956193
Omari Forson,MID,1849999.9999999995,1832254.8430680933,1850724.1955971061,460569.7432878447,0.9591976719949321
Arthur Masuaku,DEF,3299999.9999999986,3331079.793318462,3317517.0869914973,5841544.464914501,0.9418119187413183
Jorne Spileers,DEF,2599999.9999999986,2835850.7349788547,2846562.5757386787,1687555.501380032,9.071182114571391
Andrija Živković,MID,9249999.999999987,6948545.677151745,7118368.606015139,250121.5400923877,24.880587274035083
James Tarkowski,DEF,10250000.000000004,9255349.320034837,9228500.543346528,13806835.755073115,9.703909072830887
Ngal'ayel Mukau,MID,11749999.999999994,7844356.077281634,7807954.787064913,14882058.253014304,33.23952274653925
John Björkengren,MID,1774999.9999999986,2077333.6038000106,2087982.4262101082,1027507.7370826495,17.032879087324634
Aurélien Scheidler,FWD,1650000.0000000007,1498061.6317228545,1492106.7569012446,2592259.2450635675,9.208385956190677
Myron van Brederode,MID,4250000.000000002,4783547.940024523,4764205.571049731,8356205.094818073,12.554069177047552
Karl Hein,GK,4500000.000000002,5871604.119404136,5901119.713756477,2944059.735479726,30.480091542314085
Andrew Omobamidele,DEF,6099999.999999996,5118132.322799366,5103238.68458223,7644647.827771228,16.096191429518537
Oleksandr Zinchenko,DEF,12249999.999999987,13140378.485212358,13178208.908423662,8845415.108194085,7.268395797652014
Maxwel Cornet,MID,9599999.999999998,5229844.83817896,5198940.722762715,11826518.524527825,45.522449602302494
Nick Bätzner,MID,1200000.0000000005,1082921.1223161803,1087943.8469179552,572685.8911149126,9.756573140318347
Jack Grimmer,DEF,525000.0000000003,678233.4743065229,686970.9059253213,116418.59904187413,29.187328439337602
Enzo Le Fée,MID,17249999.99999998,17357148.74564912,17595740.977376986,2649576.5124731255,0.6211521486906693
Timo Becker,DEF,1200000.0000000005,1618249.307432406,1617243.4487287912,1762876.2715801399,34.85410895270046
Patryk Szysz,MID,775000.0000000007,741238.062764794,734885.3571827784,2424401.5056652655,4.356378998091185
Myron Boadu,FWD,6749999.999999997,7186146.411199451,7180384.881997146,8025157.725307204,6.461428314065991
Marcelo Saracchi,DEF,2000000.0000000016,2443521.839166955,2449304.297777713,1764776.299911025,22.176091958347655
Mykola Kovtalyuk,FWD,437499.9999999996,470018.9312814883,472449.3507052119,231065.44950796172,7.4328985786259905
Stefan Lainer,DEF,1899999.9999999993,1402938.3747417303,1413191.8511654614,514796.5818749849,26.161138171487853
Facundo Buonanotte,MID,14499999.99999999,21026765.925296508,21076528.63288222,15185688.289855009,45.01217879514842
Ogün Bayrak,DEF,999999.9999999997,1165549.673748947,1154756.7659205783,4195432.980100147,16.554967374894737
Andy Diouf,MID,13499999.999999993,16273228.129427895,15978369.680155227,201738382.62155387,20.542430588354843
Kamil Glik,DEF,299999.99999999977,155612.9732700757,153356.63416390476,1162384.916899658,48.12900890997473
Bruny Nsimba,MID,1749999.9999999998,1380068.9747738354,1386493.7542784016,728101.8459237441,21.138915727209394
Lazaros Rota,DEF,4750000.000000003,5116414.300889811,5115616.084934562,5227506.502880206,7.713985281890685
Joshua Brillante,DEF,487499.9999999996,475011.6207164807,473167.23855193995,811551.4599605019,2.5617188273884905
Mathias de Amorim,MID,1600000.0000000012,2389830.363737282,2369829.0678508263,7601330.520523544,49.364397733580006
Lorenzo Dickmann,DEF,1200000.0000000005,1076830.0929305104,1081054.986865906,628081.7043281067,10.2641589224575
Rúnar Alex Rúnarsson,GK,637500.0000000003,426004.9558133656,426015.4015255224,424569.2799489739,33.17569320574661
Sidny Lopes Cabral,DEF,1275000.0000000002,1793722.55669349,1753107.6031898325,41992392.207625896,40.68412209360702
Juan Castillo,GK,1550000.0000000012,1407930.6353732345,1413222.7316849756,839960.6749565147,9.165765459791391
Nikolas Nartey,DEF,1450000.0000000002,2812994.425070422,2872864.303482061,154865.16462275787,93.99961552209803
Ernest Poku,MID,6549999.999999996,8472293.688669495,8431911.03001323,16355947.46392609,29.347995246862595
Fabian Reese,MID,4399999.999999997,3516905.6328489636,3530985.3875850136,2028922.9829779156,20.070326526159867
Roberts Uldriķis,FWD,612499.9999999997,599474.9899260531,598001.8877235817,841161.1276197039,2.126532256970868
Yarek Gąsiorowski,DEF,11500000.000000019,13294761.541867968,13283695.922983436,14909656.750082064,15.606622103199532
Kevin Prieto,DEF,800000.0000000005,857605.9398777471,848064.3456032617,4001741.3540909463,7.200742484718324
Fedde Leysen,DEF,3700000.000000002,4893965.109049349,4875075.595846694,8334676.324909572,32.26932727160396
Hugo Cuypers,FWD,10499999.999999994,10626300.610320844,10597798.587678045,15380544.861221973,1.202862955436661
Sean Klaiber,DEF,1749999.9999999998,1162016.9160473603,1163496.7472756587,975250.1716424575,33.59903336872226
George Johnston,DEF,850000.0000000005,793569.8548226611,796731.6249325514,459022.67590674205,6.6388406090987395
Matei Ilie,DEF,1487499.999999999,1996464.237020765,2005917.3879782096,1041883.5771179533,34.21608316105991
Jack Byrne,MID,662499.9999999998,633712.2933725516,630541.7702694642,1264114.3178195567,4.3453142079167115
Kazımcan Karataş,DEF,1350000.0,1431229.0494372502,1425100.1307721774,2584065.0478133163,6.0169666249814995
Taha Emre İnce,DEF,312500.00000000023,367160.3811589328,367113.6274360199,373654.39256526047,17.49132197085841
Lautaro Giannetti,DEF,1699999.9999999988,1498666.469405087,1510159.9646915284,523483.31807510887,11.843148858524238
Qazim Laçi,MID,2649999.999999999,2342290.8805202697,2370661.6344846194,446447.79819485877,11.611664886027526
Luis Díaz,MID,74249999.9999999,55897700.62496257,56251226.5498248,23465576.461709686,24.716901515201823
Jordy Gillekens,DEF,575000.0000000001,739567.8147798871,750709.5000204683,94389.42875708874,28.62048952693686
Otto Stange,MID,2000000.0000000016,1129033.816671142,1131980.334360706,788619.8045079238,43.54830916644295
Assane Dioussé,DEF,1050000.0000000007,1349252.1873392765,1340826.7659951206,3196197.288133624,28.500208318026253
Alexandro Calut,DEF,625000.0000000002,730168.5224714989,727473.9572346045,1214737.5117445004,16.826963595439786
Thomas Foket,DEF,3600000.0000000014,1284633.0758225129,1294323.43926061,456504.6746539953,64.3157478938191
Arijon Ibrahimović,MID,3700000.000000002,3181440.5689501897,3200552.4619044047,1394797.776054539,14.015119758103022
Giorgi Gocholeishvili,DEF,2300000.0,1846350.237443229,1852151.9825327492,1198744.279141809,19.72390271985961
Kelvin Yeboah,FWD,3299999.9999999986,2716750.391435238,2713150.1124913897,3260912.456286442,17.674230562568507
Frederik Lauenborg,MID,575000.0000000001,834498.7522579412,839773.218129424,350509.80816435383,45.13021778398974
Josip Šutalo,DEF,17249999.99999998,19303826.222123574,19396548.13471172,9980079.598368233,11.906238968832437
Soner Gönül,DEF,737500.0000000005,592043.3187584734,592118.315053012,581808.3260481074,19.722939829359593
Martin Frese,DEF,1749999.9999999998,1711380.4404404685,1722749.515965588,687781.804389091,2.206831974830359
Nikola Milenković,DEF,30250000.000000015,29045403.419230644,28866162.36549909,68108131.21350972,3.982137457088829
Warren Zaïre-Emery,DEF,50000000.00000009,46732912.98950401,46929357.48269123,26230817.416371204,6.534174020992148
Michael Olise,MID,109250000.0000001,121129378.37426774,119561936.58326358,727808668.7673931,10.87357288262483
Orri Óskarsson,FWD,9249999.999999987,6129543.810948525,6102301.330892271,11317796.678381054,33.7346615032591
Franco Vázquez,MID,1450000.0000000002,1132507.3426044218,1137739.877405883,600372.8451191979,21.896045337626095
Younes Namli,MID,1400000.0000000007,1486847.1368918994,1511017.426927469,161473.9337491489,6.203366920849904
Kelle Roos,GK,379999.9999999999,171591.2694291372,171107.6366090888,253079.41160220758,54.84440278180599
Innes Cameron,FWD,275000.0000000002,243601.63831898788,245203.70959434603,98796.23682625698,11.417586065822643
Mickaël Nadé,DEF,1400000.0000000007,1666092.8119683592,1664447.55637846,1908851.991262245,19.00662942631131
Léo Leroy,MID,1749999.9999999998,2604440.6823254214,2627419.6978014424,777114.5920726142,48.82518184716695
Milan Škriniar,DEF,16500000.000000013,17003306.50393136,16998136.884779934,17730254.920092613,3.0503424480687578
Serxho Ujka,MID,625000.0000000002,793302.1853989171,789072.4002145552,1656124.7883249286,26.928349663826683
Calvin Verdonk,DEF,2900000.0000000014,3071090.1136209057,3057969.716656077,5537114.132300699,5.899659090376007
Torbjørn Heggem,DEF,5500000.000000001,4722136.0116238315,4678706.575378601,16849472.950694308,14.142981606839442
Scott Twine,MID,2900000.0000000014,3234296.166466146,3281434.652956082,441194.65893448045,11.52745401607394
Stavros Pnevmonidis,MID,1600000.0000000012,1831077.8366192752,1816917.174849075,5332166.256024041,14.442364788704614
Antonis Tsiftsis,GK,1050000.0000000007,1108825.1111657831,1105072.7345264466,1768264.7865829328,5.602391539598323
Efkan Bekiroğlu,MID,1550000.0000000012,1312727.773803371,1307808.5359559003,2201178.7504134546,15.3078855610729
Craig Halkett,DEF,1099999.9999999998,1514591.9610795851,1526168.5013734845,530914.9320966062,37.69017827996232
Lassina Traoré,MID,3449999.999999999,2435007.9196005175,2458921.4378733616,634114.3816818235,29.42006030143426
Mads Kikkenborg,GK,850000.0000000005,822585.7636700512,824763.09095634,571644.1971122463,3.2252042741116718
Miro Muheim,DEF,4000000.0000000005,4605757.040216975,4628359.527953945,2347439.249985098,15.14392600542436
Nicolas Raskin,MID,13249999.99999999,13952370.243347187,14067880.821822267,4484098.099687113,5.300907496959973
Cédric Kipré,DEF,3099999.9999999986,3176316.0593711515,3139765.5114158406,15629628.6143347,2.461808366811385
Marvin Elimbi,DEF,1124999.9999999995,1206894.9288470852,1209296.251097621,917956.1439538058,7.279549230852064
Oleksandr Zubkov,MID,10499999.999999994,12094553.88232243,12131083.79647894,7984901.621142921,15.186227450689877
Yankuba Minteh,MID,36499999.99999996,40184340.24839701,40327766.390528776,24605262.560637847,10.094082872320682
Daniel Heuer Fernandes,GK,2199999.9999999995,2791519.1300307107,2809019.0057020187,1180809.4628767024,26.88723318321415
Christ Kouadio,DEF,449999.99999999994,558906.4342359534,559663.2257246074,463908.65029078675,24.201429830211875
Gianluca Mancini,DEF,30250000.000000015,26402850.50023087,26390216.602598485,28201245.510908373,12.71784958601369
Malcolm Viltard,DEF,875000.0,984448.5145478846,979942.8579761874,1851303.7108307574,12.508401662615382
Rekeem Harper,MID,337500.00000000006,314946.076811894,319672.72656671115,40509.28091902539,6.682643907586974
Jude Soonsup-Bell,FWD,525000.0000000003,446387.4078002404,448676.79798501224,220719.78812128678,14.973827085668553
Daniel Bachmann,GK,1899999.9999999993,633732.3923093303,633915.8402379971,608976.279834498,66.64566356266683
Matija Mitrović,MID,1699999.9999999988,2161238.0884130653,2164432.12620412,1763612.8425674443,27.131652259592165
Arda Ünyay,DEF,837499.9999999995,1085054.5673888,1081223.6866792513,1765732.423058585,29.558754315080666
Kilian Ludewig,DEF,462500.00000000006,500868.99786502105,506221.31062232755,115924.46630728027,8.295999538382917
Ivan Näsberg,DEF,725000.0000000006,779099.1484180912,780225.3746420104,638591.7386716313,7.461951505943533
Gastón Ávila,DEF,3799999.9999999995,2122022.5393154034,2125397.299750187,1705044.6476945216,44.15730159696306
Alonzo Engwanda,MID,5199999.999999999,2547678.497037089,2563822.4023201824,1067719.574742853,51.006182749286744
