full_name,position_group,actual_value,predicted_value,boosted_meta_pred,neural_meta_pred,abs_pct_error
Kepa Arrizabalaga,GK,9249999.999999987,9471104.354246603,9488500.947359795,7356573.107814378,2.3903173432066667
Dejan Joveljić,FWD,5500000.000000001,4990946.654738382,5006177.06180954,3280953.137800651,9.255515368393063
Jérôme Roussillon,DEF,1800000.000000001,1571798.0631985806,1589326.8225102134,341418.7604974054,12.677885377856676
Filip Stojilković,FWD,1249999.999999999,1657282.640531898,1661825.1693610596,1136932.6157737658,32.58261124255194
Yllan Okou,DEF,1650000.0000000007,1869066.6688297307,1876868.8658104003,1053297.2340027445,13.276767807862418
Samuele Perisan,GK,999999.9999999997,1167577.9944370294,1167715.2882676315,1148829.2782298047,16.757799443702975
Siemen Voet,DEF,749999.9999999998,897409.6704405406,898059.638637376,812271.1068778473,19.654622725405456
Adem Zorgane,MID,12499999.999999985,18206666.357370473,18287894.289012723,9864310.950795844,45.65333085896396
Cristian Montaño,DEF,175000.00000000012,202708.17261799762,203690.39592550538,104195.61454424771,15.833241495998566
Gavin Kilkenny,MID,462500.00000000006,520024.36188418645,519076.79680391436,668455.9316049691,12.43769986685111
Julien Ponceau,MID,3850000.0000000005,3376558.7404676164,3458224.483232558,125763.77362927244,12.297175572269715
Lorenzo Moretti,DEF,499999.99999999977,541391.987600421,541954.618172733,469252.7096885799,8.27839752008424
Marcus Ingvartsen,FWD,5349999.999999998,4755631.805239797,4782726.615484915,2175288.489234276,11.109685883368256
Ante Palaversa,MID,749999.9999999998,824494.4478218706,824684.3007898025,798769.2403121489,9.932593042916109
Ben Woodburn,MID,812499.9999999993,450611.48668097734,461082.952690222,19064.35051659823,44.54012471618736
Magnus Mattsson,MID,2849999.999999999,2170620.067098079,2180575.455046276,1156060.5273801524,23.837892382523528
Robert Ivanov,DEF,299999.99999999977,376998.1668704562,382196.4986063558,57215.66617663564,25.666055623485494
Mohammed Fuseini,MID,3750000.0000000023,3538877.5925880475,3515312.2008877564,8878712.958787952,5.6299308643187915
Théo Le Bris,DEF,2849999.999999999,3680982.458011367,3681126.4901236244,3661206.4741359144,29.157279228469058
Mohammed El Âdfaoui,MID,1299999.9999999993,445213.11853174394,441041.98120622255,1627000.5422596666,65.75283703601967
Loïs Openda,FWD,41749999.99999995,41668483.3464677,41267767.279310524,157613374.40478286,0.19524946953830988
Lesley Ugochukwu,MID,17749999.999999993,15735804.518379116,15728986.723854559,16703223.475446431,11.347580178145785
Gustavo Hamer,MID,11250000.000000019,9266878.433108274,9357494.904298501,2427160.900326552,17.627747261259923
Christos Donis,MID,474999.99999999977,480902.97683651466,482839.87963924505,276516.9303283718,1.242731965582083
Jon Gallagher,DEF,1312500.0000000012,752035.6259788244,767377.3680695535,46637.88567212585,42.70204754447057
Adrián Palacios,DEF,725000.0000000006,551213.1442761262,557185.8395281351,125004.99306390197,23.970600789499898
Antonio Barreca,DEF,837499.9999999995,1016756.2841833213,1017041.2031105012,978282.2653462496,21.403735424874252
Liberato Cacace,DEF,2550000.0,3827953.959976852,3870828.5579769933,826035.183263115,50.115841567719684
Giorgi Tsitaishvili,MID,2000000.0000000016,2539817.989396282,2534666.7557619857,3358881.186276173,26.990899469813996
Clément Akpa,DEF,6499999.999999999,8084353.771887985,7987752.779538702,42306470.551919736,24.374673413661327
Andrei Girotto,DEF,4500000.000000002,4349535.29240305,4459183.405188173,141197.73070148518,3.343660168821156
Jasper Schendelaar,GK,2499999.9999999995,2795719.8633236494,2808272.236182152,1508823.9040364006,11.828794532945997
Karim Zedadka,DEF,525000.0000000003,820441.1744532243,825032.9642739459,380489.0081991266,56.27450941966167
Jure Balkovec,DEF,1299999.9999999993,1407440.8915486715,1392645.9770914302,6029517.945494507,8.264683965282483
Mikkel Duelund,MID,649999.9999999995,748019.8495287625,749816.0492105917,537661.6280354284,15.07997685057893
Florian Hübner,DEF,255000.0000000001,225390.52333337738,226327.29306705084,127333.77452057399,11.61155947710694
Lewis Miller,DEF,1200000.0000000005,1403164.5586498983,1421202.8810515155,241744.6573028801,16.93037988749148
Marco Imperiale,DEF,725000.0000000006,857187.4175451422,862199.0658656117,384161.91392853705,18.23274724760573
Quentin Beunardeau,GK,425000.0000000002,403052.4288178595,402430.897634934,498465.4679460926,5.164134395797804
Jake Mulraney,MID,449999.99999999994,281952.85058939015,278940.18637680623,1237333.7050936029,37.343810980135515
Leny Yoro,DEF,41749999.99999995,25962752.50771414,25742191.404569335,84036569.35372125,37.8137664485888
George Wickens,GK,674999.9999999998,917105.9995126125,917067.6623320276,922399.416322554,35.867555483350046
Abdoulaye Bamba,DEF,337500.00000000006,358839.52434474946,359886.9076819004,240233.71622875502,6.322822028073895
Sheraldo Becker,MID,2250000.000000001,2651752.697555859,2659501.500455064,1774466.7711990036,17.855675446927023
Denis Genreau,MID,1400000.0000000007,1173765.0831906982,1178107.791227293,705945.9584541133,16.159636914950173
Marcel Wenig,MID,700000.0000000006,500778.49333678087,493323.90482363605,3948161.148579485,28.460215237602792
Ramiro Funes Mori,DEF,762499.9999999997,729941.9473783587,728190.3444903755,1016107.4910178167,4.269908540543079
Santiago Bueno,DEF,8999999.999999996,11256245.628648875,11241262.162782555,13521870.403183002,25.069395873876445
Mory Konaté,DEF,1050000.0000000007,1355055.7255252642,1353837.8800591214,1533623.0096029416,29.052926240501264
Marcel Sabitzer,MID,13000000.000000013,15130934.836122513,15257330.853901312,4813616.047796263,16.39180643171152
Daniel Gleiber,MID,499999.99999999977,618071.2088447431,616692.8645138388,840479.7477956911,23.614241768948673
Greg Leigh,DEF,600000.0000000003,884443.92775297,888165.5281405296,496139.8091269495,47.40732129216158
Riccardo Sottil,MID,6250000.000000005,7753389.241830394,7734841.4833650645,10781952.03132694,24.05422786928621
Francesco Folino,DEF,950000.0000000008,1059612.4143621454,1068703.0145144137,326867.05491231417,11.53814888022573
Ondrej Duda,MID,4000000.0000000005,4775991.2050498,4745743.36025899,11453736.085686833,19.39978012624498
Dominik Szoboszlai,MID,77499999.99999993,71541186.66704781,71394153.2499322,94965993.40280597,7.688791397357571
Nicky Hogarth,GK,134999.99999999997,130387.0924539915,129224.34088380357,447536.2620772076,3.4169685525988682
Samuel Chukwueze,MID,16500000.000000013,23061224.32223785,23092920.521214012,19087931.94691904,39.76499589235049
Nicholas Pierini,MID,1425000.0000000007,2115635.054625747,2179739.9891257123,34722.69082815965,48.46561786847339
Sidney Raebiger,MID,625000.0000000002,699726.5204552625,702182.8937074525,431915.2259087998,11.95624327284196
Antoine Bernede,MID,2000000.0000000016,3378223.2267496674,3405189.0079623675,1130606.6220560165,68.91116133748324
Leo Østigård,DEF,8000000.000000002,9566889.947216548,9500204.29356338,25061430.986746024,19.586124340206823
Carlos Protesoni,MID,2250000.000000001,3354317.4249184607,3349902.6565010757,4021152.3287480394,49.08077444082041
Hans Nicolussi Caviglia,MID,5250000.0,9195472.647419047,9208326.044097554,7586750.7971336525,75.15185995083898
Phillip Čančar,DEF,387499.99999999977,496946.10789153824,496935.0121353914,498476.08856158145,28.244156875235753
Badredine Bouanani,MID,8999999.999999996,9505419.473812426,9494664.786283733,11108604.674856665,5.615771931249216
Seydou Fini,MID,1400000.0000000007,1905372.468146557,1912349.2164333772,1151980.9920074379,36.09803343903972
Nathan Zézé,DEF,5500000.000000001,5872621.633873599,5821256.96601758,19683315.098290354,6.774938797701775
Robbie Deas,DEF,800000.0000000005,928581.8397942168,928694.7570610063,913166.2422658793,16.07272997427703
Cheikh Sabaly,MID,2550000.0,2649474.8995392756,2601706.408590337,32434353.357807484,3.9009764525206103
Will Dennis,GK,775000.0000000007,929922.136539956,930629.6547922693,837475.6928936315,19.989953101929693
Jakub Brabec,DEF,1749999.9999999998,1355594.1297521063,1353407.413490644,1693003.4584244913,22.53747829987963
Enzo Loiodice,MID,4300000.000000002,4389125.632285706,4419213.478440778,1713559.1546989207,2.0726891229233457
Rory McKenzie,MID,212500.00000000017,217563.49925232085,218430.126455755,125860.29577904085,2.3828231775626687
Marvin Mehlem,MID,2250000.000000001,2270131.469904726,2289197.9574536793,717739.2470578598,0.8947319957655541
Xherdan Shaqiri,MID,6250000.000000005,4786503.108483021,4910187.85023529,142759.32463499665,23.415950264271718
Otar Kakabadze,DEF,950000.0000000008,1123920.4200828674,1116002.3295871285,2974832.214822911,18.307412640301727
Moussa Djitté,FWD,1249999.999999999,890363.0308666247,895695.2064295847,391341.99026701384,28.77095753066997
Prosper Obah,MID,2400000.000000001,6960771.472927318,7103432.164119485,426203.73926056665,190.0321447053048
Kaye Furo,FWD,1899999.9999999993,1866398.311703987,1865043.3732604836,2062655.6134218748,1.76850991031644
Francesco Rossi,GK,84999.99999999996,176579.24333581977,176478.50094246972,191012.5353937199,107.74028627743513
Zeno Debast,DEF,25999999.999999985,24452557.641809568,24732481.851568446,5101975.505942057,5.951701377655454
Nicolai Vallys,MID,4550000.0,2487865.3282612627,2456004.961026623,14671774.553126266,45.3216411371151
Barış Alper Yılmaz,MID,26499999.999999996,22058275.225050885,22309568.54444666,4637250.87795213,16.761225565845706
Mohamed Berte,MID,2150000.0,1987855.0875316786,1991042.6179510811,1594356.316641613,7.541623835735879
Jim Allevinah,MID,1650000.0000000007,2153319.4723294606,2158394.9068755875,1557197.1275174918,30.504210444209672
Matija Frigan,FWD,7249999.999999998,7669327.058077638,7715676.975547498,3345731.369391351,5.783821490726069
Dawid Kownacki,FWD,2199999.9999999995,2808593.157867989,2832594.6091472167,870355.2376292639,27.66332535763589
Lewis Neilson,DEF,825000.0000000006,877018.5395936456,872118.4759865655,1896760.6659846283,6.305277526502423
Jérémy Doku,MID,57249999.99999994,41737013.96503247,42233630.172050856,8189876.227408196,27.09691883837115
Maksim Paskotši,DEF,2349999.999999999,1665588.1316930465,1666569.6786734662,1535826.5910734374,29.12390928965757
Deniz Türüç,MID,1699999.9999999988,2069106.2082017295,2083816.8141289656,780169.7753603492,21.712129894219466
Victor Lindelöf,DEF,6000000.0,6495640.707622579,6581888.094331292,1056691.1156132154,8.260678460376322
Jakob Breum,MID,6999999.999999995,5134632.382425761,5204156.086149142,806032.4008518747,26.648108822489082
Jamil Siebert,DEF,3149999.9999999995,2885815.9194082203,2882963.748862453,3306681.987858469,8.386796209262833
Oliver Scarles,DEF,5650000.000000001,4420796.633516981,4447256.825904807,1943974.9991366907,21.755811796159634
George Hirst,FWD,2349999.999999999,4650502.820132001,4658484.8425425915,3672507.74826376,97.89373702689375
Mika Schroers,MID,600000.0000000003,923880.0660941787,922655.9865396903,1108889.1159116693,53.98001101569636
Oliver Christensen,GK,1699999.9999999988,2044730.6212464077,2063337.3991424288,587489.4602280449,20.278271838024068
Nikola Moro,MID,5500000.000000001,7289153.352404591,7183366.723264082,54548794.30654795,32.53006095281072
Lequincio Zeefuik,FWD,1075000.0,1068986.5653541812,1066528.160708822,1467697.9150919637,0.5593892693784911
Gianluca Busio,MID,6099999.999999996,5408588.249563065,5430770.715217786,3078642.779967781,11.334618859621825
Xaver Schlager,MID,14000000.00000001,15435811.15716038,15484318.56844743,10021373.307818526,10.255793979716934
Sander Svendsen,MID,974999.9999999999,1314715.3723676945,1326534.7711685523,383443.1810166087,34.842602294122536
Malcom Bokele,DEF,3200000.0000000023,2141965.4752098024,2137481.0431950525,2858406.065355992,33.063578899693724
Tim Civeja,MID,674999.9999999998,734980.7487695093,734927.0252646029,742414.7711567169,8.88603685474215
Zeki Çelik,DEF,9249999.999999987,10374065.279523086,10535832.952202518,1232490.3946013376,12.15205707592541
Jamie Gittens,MID,33999999.99999994,30634824.16353344,30282306.849606015,150741291.14469174,9.897575989607367
Claudiu Micovschi,MID,362499.9999999997,520112.3191373265,513175.1824936079,3303314.938759348,43.479260451676396
Kaoru Mitoma,MID,30250000.000000015,32409728.21745471,31965273.794743422,216924997.31526542,7.139597413073366
Leonardo Loria,GK,412500.00000000006,411074.02582077286,409449.4544811116,709064.5974263762,0.34569071011568386
Eser Gürbüz,MID,612499.9999999997,343265.0577666121,343213.68979281886,350411.06102350814,43.956725262593906
Matías Lacava,MID,1299999.9999999993,1047739.8781041655,1092395.9667573117,3346.0829669990308,19.404624761217992
Tom Sparrow,MID,312500.00000000023,390385.721149383,399177.1890463234,18193.084611937596,24.923430767802465
Geoffrey Kondogbia,DEF,8249999.9999999935,7168827.406480299,7338475.974021608,286400.50357521675,13.105122345693273
Gary Oliver,FWD,117499.99999999996,191647.54086574874,192539.35671585888,101137.54450305276,63.10429009850963
Marco John,DEF,1650000.0000000007,1456964.5379463893,1470357.1993334584,413374.9180484665,11.69911891234008
Artur Jędrzejczyk,DEF,175000.00000000012,151326.01850285963,148718.40947231025,1656547.3290185279,13.527989426937411
Anton Stach,MID,18250000.00000002,16601767.659600453,16388290.539139412,98624208.39798333,9.03141008438117
Angelos Angelopoulos,GK,437499.9999999996,518371.4794197896,515173.98277456587,1215063.869558891,18.48490958166631
Victor Loturi,MID,674999.9999999998,970221.8160793437,983734.0359075463,144510.51557712187,43.736565345088
Sotiris Alexandropoulos,MID,2449999.9999999995,1761239.2583621175,1767130.0697101497,1112159.199065377,28.112683332158454
Ilias Kostis,DEF,1400000.0000000007,1828964.2186074257,1836311.9675541383,1053117.9996307595,30.64030132910177
Houssem Aouar,MID,11000000.000000013,13360793.41688785,13328592.856925517,18625538.324189626,21.46175833534394
Alex Plat,MID,637500.0000000003,569519.1379030823,576494.2417419674,106577.17310684921,10.663664642653806
Bénie Traoré,MID,8249999.9999999935,12115263.355223304,12160533.522762692,7249870.619210161,46.85167703300986
Jeppe Tverskov,MID,1499999.9999999986,1983557.5490237828,2002857.4237607936,522983.0875242358,32.23716993491898
Martin Hansen,GK,100000.00000000004,125223.2042828685,124881.67471390181,182381.68566974916,25.223204282868437
Devid Eugene Bouah,DEF,700000.0000000006,788648.1391452398,780639.187367039,3215060.397100001,12.664019877891311
Abdoulaye Doucouré,MID,6650000.000000001,4320280.724486382,4315430.969842079,5042769.902782288,35.033372564114565
Luke O'Nien,DEF,1600000.0000000012,2487108.8603056087,2481964.8616687777,3307408.7329220455,55.444303769100436
Josué Casimir,MID,3400000.000000002,2833332.4321644115,2889179.513707565,192851.00068080632,16.666693171635
Giacomo Corona,FWD,850000.0000000005,891999.029287696,887886.0628323483,1685382.9436031852,4.941062269140648
Junior Messias,MID,1800000.000000001,1204662.8230625796,1230690.0866619311,63502.68736729804,33.0742876076345
Ashley Hay,FWD,249999.9999999998,378568.7212321846,384135.5126131923,50735.779092096906,51.42748849287398
Emilio Simonsen,MID,412500.00000000006,373009.8678845784,374312.69545981113,230805.9637954474,9.573365361314336
Oliver Sørensen,MID,6350000.0,4993584.9045094885,4962311.747309463,11858923.904112924,21.360867645519864
Lucas Gourna-Douath,MID,7500000.000000002,2630814.2834294736,2625342.271996602,3504164.965868477,64.92247622094037
Andreas Christensen,DEF,14750000.0,20966843.244614072,20773447.454087667,75093802.41316684,42.14808979399371
Tom Trybull,DEF,337500.00000000006,333352.88404896914,334605.79275571636,198883.09641708867,1.2287750966017545
Alessandro Mallamo,MID,562500.0000000003,608256.05875159,610128.5331161979,398386.4074122665,8.134410444727038
Tolcay Ciğerci,MID,787499.9999999994,818442.4263130625,834749.0732458713,54125.85679076909,3.9291969921350036
Ersin Destanoğlu,GK,2750000.0,2805063.076958134,2808583.214921376,2360237.5233413833,2.0022937075685032
David Kiki,DEF,775000.0000000007,440014.6822449511,450583.6763471162,16758.977317080415,43.22391196839346
Kevin Höög Jansson,DEF,700000.0000000006,850438.5661570785,860687.0192253655,163460.0988666176,21.4912237367254
Max de Ligt,DEF,225000.00000000015,232845.7784420945,233112.3932625088,198904.39650549655,3.487012640930826
Maximiliano Villa,DEF,850000.0000000005,1013790.094453442,1005505.527890472,3137367.986264474,19.269422876875467
Santiago Hidalgo,MID,3000000.000000001,4091825.345621745,4126432.889932573,1283339.9899142114,36.39417818739146
Roland Sallai,DEF,11749999.999999994,9609424.870053437,9805225.682694916,597905.5434630099,18.217660680396243
Dakonam Djené,DEF,3299999.9999999986,3127090.862929772,2993150.057871515,1296065240.3656392,5.239670820309896
Wilfried Singo,DEF,26999999.999999993,26140035.731150027,25799735.720504533,158783757.5477336,3.1850528475924644
Wes Burns,MID,1749999.9999999998,2600829.309446527,2603504.5042181727,2257574.788695154,48.618817682658715
Noussair Mazraoui,DEF,21250000.000000034,21171778.513418883,21209693.294495825,16549204.846358601,0.36810111332306034
Jensen Weir,MID,749999.9999999998,828506.3558522117,821305.2649070481,2755852.1823860426,10.467514113628262
Dejan Iliev,GK,387499.99999999977,428753.8324481934,427258.9916553798,693480.9955983185,10.646150309211265
Florian Hellstern,GK,1150000.0000000005,800738.0526212244,795641.376666327,1928764.0726753087,30.370604119893557
Oscar Schönfelder,DEF,537500.0000000003,559154.3126481976,552115.7733745862,3198569.3923295797,4.028709329897167
Abdoul Kader Ouattara,MID,950000.0000000008,809322.7671053603,802713.9904440352,2502496.7263289304,14.8081297783832
Kevin Müller,GK,700000.0000000006,758913.5353984929,751612.9101793788,2871856.7649191516,8.416219342641758
Lado Akhalaia,FWD,187500.0,334480.55438073864,327731.2718115163,5536151.0837876545,78.3896290030606
Oleksandr Safronov,DEF,324999.9999999999,460493.14175257605,463237.62806164095,203202.40568716283,41.69019746233114
Florian Krüger,MID,787499.9999999994,658489.6419028683,663576.169914536,228275.8471125063,16.382267694873807
